,listing_id,date,available,price
7301445,7854890,2018-03-22,f,
15277375,13313417,2018-05-11,f,
4165689,22317654,2018-12-15,f,
1163862,2120243,2018-07-05,f,
8216228,4837304,2018-12-20,f,
15784042,6245035,2018-03-26,f,
10816075,2459348,2019-02-06,t,$395.00
2356231,3883638,2018-04-10,f,
15725416,21600856,2018-10-01,f,
7902000,9487232,2018-10-25,f,
21654939,15448497,2019-01-26,f,
20702317,11977995,2018-07-02,t,$80.00
2876094,1331726,2018-06-03,t,$84.00
15569858,8856530,2018-11-17,f,
1018677,7614548,2018-04-14,f,
14111903,15804795,2018-06-06,t,$45.00
19379763,12463408,2018-11-29,f,
6178510,10462453,2018-10-03,t,$45.00
11595729,5842508,2019-01-22,t,$110.00
20958026,11788376,2018-07-07,f,
9962161,22304221,2019-02-05,f,
11867320,21330456,2018-12-08,f,
9522616,1903610,2018-08-12,t,$288.00
18677474,13925987,2019-01-08,f,
7530762,12826470,2018-09-18,f,
21805807,8496289,2018-03-30,t,$58.00
460155,14416950,2018-06-26,f,
21499196,20706502,2018-04-11,t,$100.00
9277291,1955609,2018-08-24,t,$220.00
13905105,6625490,2018-12-28,f,
12419530,8778493,2019-01-27,f,
10032007,9665865,2018-03-25,t,$200.00
14983120,6519559,2018-07-07,f,
1722433,15396225,2018-03-09,f,
16551093,23115919,2018-09-19,f,
17559597,14838993,2018-09-10,f,
11775630,20955528,2019-03-08,f,
17670231,13405709,2019-01-23,f,
5999764,7778016,2018-06-20,f,
3760359,7674693,2018-10-29,f,
4556758,19467403,2018-10-21,f,
21667650,11568981,2018-06-28,f,
8828692,7480045,2018-12-24,f,
3016502,19144361,2018-09-08,f,
21789786,20007085,2019-02-19,t,$79.00
48625,2591282,2018-11-10,f,
9396317,21815093,2018-07-02,f,
15514750,18629821,2018-11-25,f,
18483106,22317722,2018-06-26,f,
1546366,21591067,2019-01-19,t,$120.00
9639119,17154148,2019-02-03,f,
3823905,14200000,2018-09-22,f,
11816015,5813509,2019-02-09,f,
10667307,23086077,2018-07-13,t,$128.00
29502,5081205,2018-11-23,f,
9884055,11312619,2018-06-05,f,
5629074,10648304,2018-11-08,f,
5622673,17736275,2018-06-06,f,
7603779,5705271,2018-06-22,f,
17778996,10832486,2018-07-15,f,
17448054,22883483,2018-04-16,f,
1122205,13385587,2018-08-13,f,
7649810,18260700,2018-08-03,f,
17529533,22958010,2018-09-08,f,
15040164,18614093,2018-04-01,f,
20176161,15432985,2019-01-10,t,$115.00
19584493,12925191,2019-01-12,t,$110.00
2497016,539317,2018-12-30,f,
19134509,12808055,2018-08-24,f,
10633796,21710730,2018-12-28,f,
15960599,7301311,2019-01-27,f,
4238433,6772138,2018-10-17,f,
17449694,2110650,2018-08-23,f,
15350044,4040002,2018-12-31,f,
13988950,18884950,2018-04-16,t,$310.00
9814288,4980372,2018-07-08,f,
9778197,16626,2018-07-03,f,
10125848,15479532,2019-02-19,f,
1049380,15532368,2019-03-02,t,$85.00
6049126,22838664,2018-03-25,f,
4410337,12385219,2019-01-24,f,
553431,3046303,2018-08-08,f,
19027618,253796,2018-05-10,t,$100.00
14972790,14895698,2018-11-03,f,
18235736,5487506,2018-04-04,f,
20840616,14219416,2018-05-11,f,
21583974,18773112,2019-01-01,t,$235.00
13021655,3308644,2018-06-01,f,
14732829,4246575,2018-04-07,t,$120.00
8819522,17706498,2019-02-07,f,
17172907,18057465,2018-12-18,f,
1692674,20764624,2018-09-07,f,
10033938,19341978,2018-10-27,f,
699220,2834188,2018-04-19,f,
14109965,19547313,2018-04-14,f,
21123432,15999172,2018-07-09,f,
21120365,3141146,2019-03-04,t,$150.00
3524113,13920366,2019-01-29,f,
21607961,9176826,2018-04-14,f,
5751679,8621394,2018-11-26,f,
18795087,7203011,2018-08-20,f,
10884899,2336017,2018-05-14,f,
14021065,13145675,2018-12-14,f,
7402806,2385888,2019-01-26,t,$92.00
15507144,20321458,2018-07-19,f,
13989575,21657070,2019-01-21,t,$160.00
5260894,697550,2018-09-14,f,
15919656,12263625,2018-05-29,t,$70.00
15652409,13044239,2018-10-31,t,$80.00
13045255,20118212,2018-10-03,t,$89.00
17813583,6898296,2018-08-09,f,
19287425,9223881,2018-09-29,f,
14609592,20063388,2018-10-22,f,
7635372,18909840,2018-05-08,f,
18877597,7897982,2018-07-14,f,
16096486,9588470,2018-03-20,t,$110.00
18566607,18993419,2018-08-27,t,$57.00
3561605,11922725,2018-05-12,f,
8440121,20345601,2018-07-21,f,
9646715,11998851,2018-09-01,f,
15680636,10964560,2018-05-29,f,
5762895,19896133,2018-06-05,f,
10180675,22259402,2018-12-01,t,$111.00
1607463,5313754,2019-03-04,f,
19353034,17163973,2019-03-03,t,$145.00
5188165,17229033,2019-01-11,f,
15463340,17541144,2018-10-11,f,
9755386,13201228,2019-02-04,t,$250.00
16609870,4084362,2018-07-11,f,
11648715,4944502,2018-11-22,f,
11725211,23590749,2018-04-26,f,
1048679,23532895,2019-02-01,f,
5103784,23243265,2018-03-17,f,
3051182,4286566,2018-08-14,f,
4880091,401750,2019-01-25,t,$70.00
15696232,3228589,2018-10-21,f,
17788714,23416119,2018-12-05,f,
5872890,18572720,2018-11-18,f,
8994356,9787491,2019-02-09,t,$70.00
14992394,17109220,2019-02-15,f,
19668593,17728865,2018-08-08,f,
6617760,595756,2019-01-15,f,
7892844,12801360,2018-10-17,f,
7662988,20022568,2018-08-17,f,
12367422,20146584,2018-10-20,f,
10364483,14387660,2018-11-14,f,
21342412,803715,2018-08-29,t,$135.00
21280925,1958315,2018-04-11,f,
9399498,18277235,2018-11-24,f,
4455830,2276195,2019-02-02,f,
11903113,11862460,2018-10-03,f,
16564122,8600407,2018-12-18,f,
16077500,21241107,2018-03-26,f,
5730172,13851069,2018-12-03,f,
11019007,12912071,2019-02-12,f,
19888028,21603740,2018-06-07,f,
16472971,17717096,2018-07-03,f,
14376056,13748342,2018-07-26,f,
12354961,20605592,2018-08-16,f,
20180365,18500379,2018-06-15,f,
3613430,19232302,2018-05-16,f,
19626061,20313706,2019-02-24,f,
20154095,526920,2018-06-24,f,
7530367,15246605,2018-09-18,t,$69.00
13552277,1852702,2018-08-13,t,$70.00
13910371,19561010,2019-01-11,f,
16363667,834309,2018-03-19,f,
10700299,13878427,2018-04-18,f,
2639667,17509203,2018-03-20,f,
2428396,8898296,2019-01-15,f,
3835875,13854713,2018-11-10,f,
21470035,13146477,2019-03-01,f,
8764286,18665997,2018-12-13,f,
15298873,22737689,2018-05-24,f,
8338091,7692385,2018-11-21,f,
7450558,13740620,2018-06-27,f,
9590962,19339972,2019-02-28,f,
127251,13151877,2018-06-17,t,$55.00
8835176,19670445,2018-03-20,f,
13717432,17990134,2019-03-07,f,
6205128,1030054,2018-08-11,f,
6816951,13461441,2018-06-27,f,
20396045,9572755,2019-02-10,t,$70.00
8084779,8107487,2018-11-18,f,
12476261,18236370,2018-08-13,f,
1719850,17298661,2018-04-06,f,
10804745,21229063,2019-02-21,t,$50.00
13121626,23513597,2018-07-08,f,
7065644,9686566,2019-01-12,f,
14136023,6622300,2018-12-04,f,
6466407,2022182,2018-12-29,t,$110.00
6534723,18175484,2018-10-30,f,
5765843,6789654,2018-05-08,f,
4116668,18268560,2018-07-28,f,
16878555,19688541,2018-07-24,f,
1870450,8128805,2018-08-19,f,
16973884,8248813,2018-12-05,f,
10795004,5567971,2018-10-18,f,
19043401,14371198,2018-12-08,f,
14224411,15978875,2018-03-11,f,
13298654,19084185,2019-02-21,f,
8899027,19714665,2018-04-11,f,
7234822,20564918,2018-07-17,f,
7377582,3376541,2018-07-01,f,
15016740,771915,2018-06-01,f,
9238720,23567785,2018-08-13,t,$65.00
14779101,22871484,2018-06-19,t,$82.00
10031344,17231649,2018-12-22,f,
18005778,22659816,2018-04-13,f,
2508290,8532225,2018-11-18,f,
18007627,6984286,2018-03-21,f,
10231905,23513602,2018-12-30,t,$187.00
2271109,3429681,2018-11-03,t,$60.00
449007,16342070,2019-01-09,f,
9897302,9306193,2019-01-16,t,$118.00
19163154,9418028,2018-05-22,f,
3409170,12732929,2018-10-31,f,
346607,596875,2018-07-23,f,
7289690,13951599,2018-06-05,f,
11450068,13383636,2019-02-16,f,
3042390,22962378,2018-09-30,t,$140.00
20220969,5769309,2018-12-22,f,
6179219,7631741,2018-10-18,f,
2479957,6786006,2018-06-26,f,
21763244,22903100,2018-10-08,t,$85.00
20812949,3964384,2018-05-27,f,
1534054,16161865,2018-04-15,f,
3170448,7939887,2018-11-11,f,
15407544,21293813,2018-06-21,f,
13418372,6890252,2018-07-08,f,
7361972,21193986,2018-05-24,t,$10.00
14373679,8767438,2018-03-28,f,
4392665,23556002,2019-02-26,f,
15125660,4160882,2019-01-06,f,
21415163,12007431,2018-06-05,f,
307022,21548085,2018-12-27,f,
20113259,4063467,2018-05-10,f,
10128472,1301263,2018-11-25,f,
6868969,19075717,2019-02-02,f,
516322,21372094,2018-08-01,t,$79.00
6275324,11871882,2018-07-04,f,
4731693,7681451,2018-08-21,t,$67.00
20399830,18614043,2018-03-26,f,
17960137,18731411,2018-03-31,f,
7521747,9757231,2018-06-25,f,
11285663,4845721,2018-06-28,f,
264563,13594265,2018-05-09,f,
2483088,19355839,2018-03-14,f,
9641949,18436505,2018-11-06,f,
21634708,18887839,2019-01-02,f,
5071164,8811963,2019-01-23,t,$85.00
2538649,19739059,2018-12-10,f,
725963,19888204,2018-03-29,f,
6704257,12371927,2018-05-08,t,$60.00
16769684,4533813,2018-09-08,f,
5416430,531446,2018-07-02,f,
18562807,18149309,2019-03-06,f,
9972203,6446230,2018-09-17,t,$170.00
4636255,11524405,2018-12-21,t,$79.00
7475888,514870,2018-04-18,f,
8575533,747874,2018-07-27,t,$290.00
12039807,6399835,2019-03-07,f,
10290980,3292151,2018-09-01,t,$500.00
12334628,4817970,2018-08-23,t,$55.00
9341347,14299676,2018-05-25,f,
8132248,11252965,2019-01-18,f,
5255231,18628077,2018-04-14,f,
2448573,5822757,2018-10-04,t,$53.00
15516878,9875880,2018-03-08,f,
4497433,1313194,2018-05-26,f,
19579786,1365959,2018-12-05,t,$127.00
2005456,12381443,2018-09-07,f,
5806895,19108300,2018-11-04,f,
10378987,945389,2018-08-03,t,$210.00
12563953,9839983,2018-05-24,f,
19963301,2350074,2018-03-16,f,
1580572,19940401,2018-09-09,f,
13098382,19838966,2018-12-15,f,
4707081,4624421,2019-01-26,f,
21478965,4099636,2019-03-04,t,$85.00
13483726,18663932,2018-11-21,f,
5129701,16629229,2018-03-16,f,
10424768,19046033,2019-03-03,t,$55.00
7671790,4910384,2018-07-30,t,$81.00
17760003,7199267,2018-08-08,t,$85.00
12279950,21560486,2018-06-25,f,
13745607,13768655,2018-12-06,f,
6647928,11909358,2018-07-07,f,
19438621,4472378,2018-06-09,f,
2974694,14159597,2018-05-01,f,
10195053,6286264,2018-06-20,f,
21745527,11074162,2018-04-23,f,
13477291,19854776,2019-02-03,t,$70.00
13075550,16368331,2018-08-07,f,
21022410,4451372,2018-12-26,f,
2478106,9485851,2018-10-14,t,$70.00
19542467,2790592,2019-03-04,f,
14621328,21695922,2018-08-30,t,$70.00
6005054,13198845,2018-10-29,f,
18145386,17180415,2018-10-07,f,
7144177,19540217,2019-02-02,f,
16936737,21736880,2019-02-28,f,
2454989,7170389,2018-03-08,f,
2326199,23185439,2018-10-28,f,
2055660,16865627,2018-03-27,f,
17856462,5998982,2018-05-14,f,
16523920,16997161,2019-01-06,f,
16828438,1675143,2018-11-14,t,$79.00
6487581,14740861,2018-10-29,f,
1709767,3989931,2018-10-28,f,
21095224,18961255,2018-10-01,f,
20638167,17337435,2018-04-03,f,
2967872,21131406,2018-10-02,f,
20586925,12340851,2018-05-23,f,
4181474,8987499,2019-02-01,t,$65.00
7927733,7788957,2018-05-12,f,
13484105,11209191,2018-06-04,f,
10030861,5406860,2018-10-26,f,
16150214,5754685,2018-10-24,f,
8864559,16411363,2018-09-05,f,
16045434,17422042,2018-11-09,f,
13650923,16776682,2018-05-23,f,
3865373,4844972,2018-10-17,t,$130.00
10524804,17193677,2018-12-23,t,$86.00
18358454,17457769,2018-10-21,f,
13551784,13785492,2019-01-01,f,
6387194,23481099,2019-01-06,f,
9448331,18051278,2018-05-06,f,
16492614,22813338,2018-09-05,f,
18600212,5341853,2018-08-10,t,$150.00
7788628,7222381,2018-06-10,f,
14484239,4246492,2018-05-01,t,$150.00
351742,10778424,2018-05-25,f,
12682246,20080166,2018-11-23,f,
5901401,21118815,2018-09-20,f,
8593037,17931520,2018-07-04,t,$139.00
6156265,3111355,2018-06-30,f,
12467021,19394040,2018-09-17,t,$74.00
16284323,12786449,2018-05-25,f,
14532919,8302657,2018-10-23,f,
7897404,21418896,2018-06-15,f,
14555068,18745056,2018-04-12,t,$870.00
8305570,17566285,2018-11-30,f,
1638016,19955878,2018-04-20,f,
20363516,17363013,2018-09-22,t,$65.00
15358214,8955630,2018-11-17,f,
1341071,20022333,2018-10-03,f,
15435820,19989490,2018-04-05,f,
5569292,15386278,2018-11-04,f,
4051391,4859418,2018-06-23,f,
10340724,7550801,2018-06-06,t,$833.00
18093702,5091565,2018-05-24,f,
20386267,13501779,2018-05-25,f,
13969723,16292649,2018-12-18,t,$220.00
16480147,2517750,2018-12-09,t,$89.00
14606631,10137695,2018-06-28,t,$89.00
525764,6184846,2018-08-27,t,$399.00
20588979,18370261,2018-10-12,f,
1966883,19965846,2019-02-24,f,
19283102,7273569,2018-08-21,f,
1971379,23367500,2019-02-20,t,$300.00
1400393,6247627,2018-06-27,f,
16711294,15673375,2018-10-12,f,
1572915,16746108,2018-06-18,f,
4749566,6875097,2018-07-18,f,
9219251,21436300,2018-08-19,f,
6251906,21258266,2018-09-01,t,$45.00
15024567,8493228,2018-12-25,f,
6595555,8670090,2019-03-03,t,$55.00
17929594,7634604,2018-12-07,f,
15730886,9811463,2018-09-15,t,$75.00
16747941,23278163,2018-12-26,f,
10391523,3779492,2018-04-03,f,
4199569,6755931,2018-06-07,f,
13755110,9508034,2018-12-13,f,
7824896,11453255,2018-11-25,f,
5857243,19423461,2018-11-03,t,$184.00
12023920,22119528,2018-11-09,f,
10668502,22578704,2019-03-03,f,
16155667,6998335,2019-01-29,f,
20655764,11056865,2019-01-16,f,
528876,22169702,2018-03-15,f,
13418856,19884331,2018-03-11,f,
2095113,16111090,2019-02-23,f,
6824916,21056744,2018-07-29,f,
15786792,10652757,2018-06-25,f,
20442624,15211068,2018-10-22,f,
18174308,7122314,2018-06-17,f,
20942684,7032958,2018-10-02,f,
20798417,4659998,2018-03-20,f,
20873448,464804,2018-07-07,t,$110.00
3390478,16224060,2018-03-14,f,
16810017,1281961,2018-12-13,t,$125.00
10138575,22084294,2018-04-07,f,
18754005,13492655,2018-05-07,f,
4064959,14072675,2018-04-13,f,
15176960,9345020,2018-06-19,f,
7343828,7203876,2019-01-25,f,
4883118,1234270,2018-08-03,t,$130.00
16546478,10382908,2019-01-26,f,
21086864,7112661,2018-11-17,f,
2786610,11523024,2018-07-01,t,$95.00
6595479,2001711,2018-04-05,f,
7946551,7360218,2018-06-17,f,
18905099,20494697,2018-05-21,f,
2648560,7024695,2018-10-27,f,
20834638,22349833,2018-10-28,f,
1774799,19172239,2018-08-12,f,
16082814,2618214,2018-08-13,t,$75.00
5587439,2538909,2019-02-07,f,
21329889,8396264,2019-02-17,t,$130.00
2723354,13442068,2018-11-03,f,
4458273,21459325,2018-08-07,t,$100.00
3702902,16143694,2018-03-30,f,
7487867,18211576,2018-06-13,f,
28162,2087550,2018-10-07,t,$69.00
8225800,16437713,2018-09-15,f,
400883,9689484,2018-10-10,f,
13333001,22645825,2018-12-05,t,$129.00
8810544,19671121,2018-09-07,f,
12156490,6128322,2018-07-27,f,
13442253,22780212,2018-12-20,f,
10674140,9488652,2018-09-27,t,$99.00
4688072,5411798,2019-02-23,t,$90.00
805675,13405774,2018-10-24,f,
14733123,9342492,2018-06-17,t,$145.00
14641532,2782733,2018-05-23,t,$95.00
19167110,6454074,2018-05-30,f,
2724075,5381147,2018-10-20,f,
12374451,1131934,2018-06-21,t,$70.00
20973897,11486343,2018-11-22,t,$70.00
21303604,708482,2018-12-07,f,
11455707,22044915,2018-08-14,f,
10281312,3492606,2018-03-15,t,$244.00
19707797,11745163,2018-03-20,f,
11001418,19549375,2018-10-09,f,
13641804,20823643,2019-01-27,f,
3563401,3235810,2019-01-20,f,
4802024,20784082,2018-10-16,f,
2550855,17208189,2018-05-29,f,
1059306,8823276,2018-10-09,f,
937401,3713451,2018-09-01,t,$67.00
12787520,6049498,2018-08-03,f,
12300820,11410645,2018-04-21,f,
11725242,23590749,2018-03-26,f,
3442625,8101434,2018-05-01,f,
9744038,5834335,2018-03-09,f,
5671532,13704208,2018-09-25,f,
18322900,9288208,2018-06-14,f,
20193307,8886029,2018-11-24,f,
9185440,16827188,2018-05-15,t,$108.00
10072795,3753968,2018-06-20,t,$160.00
9371482,7639867,2018-11-19,f,
11763850,17773631,2018-06-17,t,$35.00
12588663,13313380,2018-08-23,t,$39.00
13576188,9076093,2019-02-21,f,
6655138,7262310,2018-12-06,f,
14289952,15967847,2018-05-30,f,
12921869,6640256,2018-10-03,f,
8746161,6971542,2018-12-19,f,
17992466,14008414,2018-08-23,f,
5080435,8852482,2019-03-06,f,
6434007,22190982,2018-08-02,f,
3987190,21401791,2018-10-30,f,
19608338,16729246,2018-09-15,t,$184.00
10077675,16616516,2019-01-28,f,
11480075,18388852,2018-11-29,f,
11921058,14046126,2018-09-08,f,
13447515,12621143,2018-09-03,f,
20458993,18496353,2019-02-21,f,
15479135,7573024,2018-07-27,f,
7104289,2095577,2019-01-01,f,
9393452,13251953,2018-07-18,f,
11328018,9176644,2018-12-06,t,$85.00
3256092,7434348,2018-11-30,f,
15463680,946745,2018-12-06,f,
21496156,455235,2019-01-24,f,
16192612,4385910,2018-10-22,t,$70.00
18509682,9632530,2018-07-27,f,
6573481,13873417,2018-06-28,f,
2595577,3352242,2018-07-15,f,
8101224,20018378,2018-09-12,f,
19397495,1273035,2018-04-09,f,
7988698,1081597,2018-05-03,t,$130.00
8309010,20191776,2018-10-01,t,$100.00
20901950,2967970,2018-05-29,f,
13390196,7067042,2018-08-22,f,
14319926,19760581,2018-07-04,f,
20761641,17660803,2018-10-31,f,
9716287,17361203,2018-03-20,f,
20433315,19897866,2018-05-28,f,
11756821,4747656,2018-09-19,f,
13610104,21677220,2018-03-22,f,
2387226,13655162,2018-09-05,f,
1799568,16906036,2018-10-05,f,
6312077,22563977,2018-09-13,f,
8856832,23091707,2018-11-19,f,
12334069,9143301,2018-03-18,f,
9862859,14132280,2019-02-18,t,$406.00
18188625,2173772,2018-05-01,t,$46.00
341908,10989224,2018-06-14,f,
8272310,761424,2019-01-12,t,$75.00
4958087,16364820,2018-11-05,f,
16009145,17148614,2018-07-05,f,
16612631,7090674,2018-12-19,f,
17163069,7272463,2019-01-28,f,
11808491,5778089,2019-02-23,f,
5509855,13797368,2018-07-17,f,
12059494,22544235,2018-03-27,t,$52.00
10761703,17074661,2018-10-11,f,
13962766,20465023,2018-12-13,f,
2571745,448894,2018-04-20,f,
9125111,11927390,2018-11-17,f,
4807427,19160327,2019-02-22,f,
9628418,4960017,2018-12-14,t,$150.00
17085820,2796512,2018-06-18,f,
7642693,10563032,2018-04-18,f,
4865641,21437761,2018-07-08,f,
430690,13736006,2018-03-17,f,
5228042,20489269,2018-09-09,f,
18600226,5341853,2018-07-27,t,$150.00
2627326,2827319,2019-01-04,f,
20741653,22952983,2018-09-08,f,
6216563,14004460,2018-05-13,f,
10865978,7726369,2018-12-08,f,
15559650,16286016,2018-12-31,f,
11988799,2158991,2019-01-01,t,$150.00
8409504,23350986,2018-05-03,f,
2762759,16774236,2018-10-11,f,
16506333,2112734,2018-05-07,f,
2210452,11224407,2019-02-23,t,$40.00
13037882,19920170,2018-12-16,f,
11653555,8477251,2019-01-21,t,$70.00
6052163,13903103,2018-11-28,f,
13245033,7076714,2019-02-12,t,$95.00
12238535,6088953,2018-12-12,t,$45.00
6389672,1983057,2018-03-24,f,
3930578,6872812,2018-12-13,t,$79.00
17525389,13917256,2018-12-14,f,
9134835,16594301,2018-03-27,t,$259.00
12211199,3418867,2018-07-12,f,
21734159,21465823,2019-01-28,f,
10853443,17550938,2018-08-27,f,
10360571,10974882,2018-10-12,f,
3945177,8520597,2018-05-01,t,$72.00
20972003,16733428,2018-08-20,f,
2810753,20558823,2018-06-26,t,$139.00
6217623,14666415,2019-01-15,t,$80.00
12462205,20386780,2019-02-26,f,
16835272,19502949,2019-02-23,f,
1411272,2054227,2018-09-06,f,
6200536,16420151,2019-02-07,f,
16175960,10034503,2018-06-25,f,
19567309,20588695,2018-11-28,f,
18656070,9590651,2018-07-17,f,
11682365,6013368,2018-07-21,f,
7047421,2836852,2018-10-15,f,
7388199,21468474,2018-12-31,f,
2072043,9542090,2018-04-26,t,$50.00
5900807,10388327,2018-08-02,f,
526802,18855344,2018-09-05,f,
16307335,22993356,2018-07-04,f,
827309,3128707,2018-07-20,t,$125.00
11084751,16305078,2018-12-07,f,
13219750,2173803,2018-08-26,t,$307.00
20688811,1187071,2018-05-31,t,$33.00
7308508,21957393,2018-10-04,f,
5923106,7415288,2018-06-16,f,
13138829,22806633,2018-05-20,t,$82.00
5133066,3391539,2018-12-26,f,
9874191,19928397,2018-05-12,f,
11074548,15459502,2018-08-17,f,
19511965,3608160,2018-08-01,f,
19807574,21464144,2018-10-13,f,
16850078,2782171,2018-07-26,f,
15964771,21808177,2019-01-24,f,
13286010,5236869,2019-02-25,t,$215.00
13268245,19678339,2018-07-11,t,$97.00
21280922,1958315,2018-10-11,f,
2374693,2484613,2019-03-04,t,$239.00
17035186,9538424,2018-05-30,f,
353497,5331896,2018-08-11,f,
1170881,15358895,2018-04-14,f,
1306951,22881055,2019-01-02,f,
1101051,11806805,2018-08-07,f,
15665986,15160363,2018-07-12,t,$29.00
4506313,11155616,2019-01-22,f,
1741995,11646531,2018-05-30,t,$230.00
7677940,16438959,2018-06-24,f,
9278626,11097874,2018-04-15,f,
15330777,9656937,2018-12-10,f,
4406482,10010755,2018-06-21,f,
1099399,22238823,2018-12-20,f,
18899983,12886495,2018-05-28,f,
7063143,15556775,2019-02-07,f,
9471553,13988728,2018-09-12,f,
6906375,19065991,2019-02-17,f,
3462563,13772676,2018-07-19,f,
9516846,19497528,2018-08-06,t,$55.00
9907767,21599780,2018-08-12,f,
21687963,14844876,2019-02-06,f,
13389725,6483442,2018-11-12,f,
2270254,333104,2018-04-21,t,$48.00
270901,5181062,2018-09-29,f,
8244631,15352735,2019-02-24,f,
3485567,8146701,2018-08-29,t,$152.00
17514267,19552944,2018-10-01,f,
8913266,19676050,2018-04-10,f,
11608270,21960586,2018-09-13,t,$156.00
10726639,1875918,2019-01-28,t,$49.00
21507076,13105381,2018-07-31,f,
3403990,3292597,2019-03-09,t,$280.00
5366041,1318336,2018-07-31,f,
4597643,5187957,2018-11-24,f,
20661741,2013173,2018-07-09,f,
8539942,18150962,2019-01-29,t,$48.00
2710415,22171283,2018-11-18,f,
20201165,21889729,2019-02-15,t,$69.00
18677857,14499436,2018-11-27,t,$106.00
6774416,2417579,2019-02-19,t,$125.00
7490016,20162047,2019-02-14,f,
9060707,23041256,2018-04-30,f,
14565176,3279427,2019-01-26,f,
3363861,1041178,2018-12-13,t,$65.00
16865203,11040639,2019-02-21,f,
8932498,13950732,2019-02-03,f,
16870500,1465427,2018-06-21,f,
21010964,14123018,2018-11-22,f,
20242895,15840183,2018-03-12,f,
9365739,13543844,2018-05-09,f,
9460942,19632652,2018-08-21,f,
9697134,10262024,2018-05-13,t,$284.00
17450338,19153422,2019-01-12,f,
15904752,17163175,2018-06-20,f,
21784749,1536778,2018-12-08,f,
16456908,3355490,2018-09-18,f,
7747188,608387,2018-07-27,t,$99.00
19052630,12986401,2018-03-12,f,
18690143,3118782,2019-01-22,f,
7778899,20721731,2019-02-15,f,
15524084,18723392,2018-12-13,f,
19567556,20588695,2018-03-26,t,$25.00
7919286,22949941,2018-06-24,t,$73.00
11901461,14173791,2018-06-09,f,
2511684,4472784,2018-10-13,f,
17173856,1510087,2018-03-15,f,
17079133,21422028,2019-01-13,f,
18923492,485024,2018-12-02,t,$65.00
11774851,21402085,2019-01-17,f,
7856302,16608245,2019-01-09,f,
8517496,21947980,2018-07-29,f,
11042512,15629269,2018-09-07,f,
13884291,1270515,2019-01-10,f,
18350776,16183542,2019-01-31,f,
12121928,5812466,2018-06-01,f,
17821494,16347860,2019-01-05,t,$58.00
20941479,21381055,2018-04-07,f,
4197334,1784461,2018-05-05,f,
17816771,12801076,2019-02-09,f,
19320198,19524305,2019-02-18,f,
10067548,874163,2018-10-26,t,$80.00
739338,885018,2018-07-06,f,
15576841,19313662,2018-08-02,f,
21535885,22780415,2018-08-22,f,
3466679,7152523,2018-06-06,f,
21116733,194536,2019-02-14,t,$101.00
10789726,2107670,2019-01-29,f,
15852898,1749935,2019-03-04,f,
19241779,3101397,2018-12-10,t,$53.00
16933871,652430,2019-01-05,f,
774912,15892861,2018-12-04,f,
15696595,2774183,2018-10-06,f,
4499267,9702071,2018-05-22,f,
2190552,3600357,2018-06-08,f,
2086912,584317,2019-01-20,t,$75.00
11287789,23175623,2018-09-22,f,
12891065,21307528,2018-03-12,f,
8654679,20113360,2018-08-26,t,$70.00
9275871,12034937,2018-11-01,t,$250.00
9766066,4428101,2018-10-09,f,
1500170,20030800,2018-11-21,t,$100.00
14635568,6189945,2018-09-24,f,
5512120,17211158,2018-06-02,t,$69.00
18092333,6045141,2019-02-22,f,
14922874,4962868,2018-07-24,f,
20426740,9743528,2019-02-12,f,
8528395,13706526,2018-09-06,f,
1932726,3679262,2019-01-14,f,
9781915,21243532,2019-01-28,t,$146.00
7927743,7788957,2018-05-02,f,
15413254,4838761,2018-10-19,f,
4665421,10277509,2018-03-15,f,
4197848,16462134,2018-03-24,f,
3241092,2975612,2019-01-14,t,$39.00
20071944,11974638,2019-01-09,t,$100.00
9254539,16551806,2018-04-11,f,
11045632,18900086,2019-03-04,t,$425.00
3269245,17522051,2018-05-06,f,
11962988,7045482,2018-07-27,f,
4110530,13389668,2018-06-14,f,
18675930,1161381,2018-04-02,t,$45.00
8783125,20337100,2018-10-07,f,
9542054,18697436,2019-02-08,f,
976960,16388214,2018-06-16,f,
10832607,18970471,2018-07-26,f,
3881056,16982696,2019-02-25,f,
4160346,10654774,2018-10-01,t,$65.00
16624462,6046737,2018-08-19,f,
5002610,15063515,2018-12-04,t,$58.00
4951678,11077212,2018-07-19,f,
18038662,21487007,2018-03-11,f,
12558851,13945367,2018-05-14,f,
12507069,1056007,2018-03-29,f,
6306518,18743447,2019-01-16,f,
9569013,10903082,2019-02-20,f,
20570714,678389,2019-01-01,t,$69.00
1042859,17219173,2019-01-02,t,$305.00
16754983,12255608,2019-01-08,f,
7744472,870226,2018-04-21,f,
17420400,21110164,2018-12-12,f,
6949512,2954652,2018-06-03,f,
7344870,6888252,2018-04-01,f,
21731995,18788907,2019-02-07,f,
20106871,4973658,2018-07-26,f,
12186983,12215386,2018-03-08,t,$60.00
6822112,13771569,2018-06-15,f,
21115763,878992,2018-08-16,t,$85.00
18154593,6568185,2018-06-21,t,$163.00
6825229,7459050,2018-12-01,f,
4353187,19242865,2018-08-23,f,
9985488,567901,2018-06-30,f,
4441019,22764431,2019-01-02,f,
2878827,17193172,2018-10-14,f,
6820397,22015217,2018-12-07,f,
17287680,19656937,2018-09-02,f,
2583521,11714260,2019-01-03,f,
4335859,2382010,2018-09-16,t,$70.00
18550822,22778106,2018-10-05,f,
7590848,20449974,2018-05-03,f,
8002269,7403081,2019-02-26,f,
