,listing_id,date,available,price
20890728,4529822,2018-04-23,f,
16321723,19994541,2018-11-07,f,
10608070,20258940,2018-09-08,f,
3598329,6463982,2018-07-21,f,
5761426,10327370,2018-06-14,f,
16104877,20161569,2018-03-25,f,
217888,13720041,2018-03-24,f,
4430154,8811020,2018-08-13,f,
6361009,13584121,2018-08-08,f,
9428952,10715749,2018-06-08,f,
16649581,7924005,2018-11-21,f,
2164666,8675712,2018-06-25,f,
11991924,14265762,2019-02-10,t,$39.00
1755893,1548970,2018-06-24,f,
3664791,14161788,2018-07-15,f,
828696,16239003,2018-08-16,f,
9243185,12613392,2018-05-20,f,
3570169,22334555,2018-09-25,f,
7483183,12668902,2018-10-09,f,
12821650,4836756,2018-05-16,f,
9739605,3608865,2019-01-27,t,$89.00
7974702,19468843,2018-04-20,f,
18546236,1541387,2018-05-02,f,
3873559,10560982,2018-05-29,f,
15512088,19967089,2019-01-27,f,
13823583,13231875,2019-01-25,f,
21034709,3904205,2018-08-22,f,
644701,22732876,2018-08-24,t,$110.00
7373495,23561580,2018-10-28,f,
5164325,11396628,2018-05-06,f,
4334789,8559874,2018-12-21,f,
18064199,15850952,2018-03-23,f,
21630242,22169868,2018-03-29,t,$110.00
16872083,18632452,2018-04-17,t,$50.00
7271255,7365357,2018-11-12,f,
4341372,6542352,2018-12-05,f,
21539082,1258478,2018-11-27,t,$100.00
10330601,22473951,2019-01-04,f,
5305900,3419458,2018-11-20,t,$80.00
18963615,21663485,2018-12-22,f,
6119781,6251138,2018-07-02,f,
9165346,23477395,2018-08-08,t,$120.00
7345059,18167555,2018-08-03,f,
19025317,4581234,2019-01-09,f,
20095769,21760519,2018-04-10,t,$57.00
16721992,8977161,2018-12-27,f,
11056824,4573146,2019-02-11,f,
13067808,20173050,2018-10-23,f,
2126887,13739987,2019-02-04,f,
10282332,10002852,2018-05-28,f,
15782579,12143706,2018-03-29,t,$250.00
15544470,2369192,2018-08-03,t,$70.00
19310382,589203,2018-11-14,t,$75.00
3258951,13325788,2019-01-22,f,
12019889,22396106,2018-10-25,f,
11223857,13094339,2018-08-25,f,
15582545,1351747,2018-04-10,f,
10998713,20330664,2018-06-16,f,
10147779,22464969,2018-12-02,f,
19821244,364734,2018-05-27,t,$80.00
9296563,20054344,2018-12-07,f,
17531418,3287405,2018-09-27,f,
16652345,22205775,2018-04-26,f,
7360950,18316496,2018-03-12,f,
5994456,4101903,2018-11-04,f,
19951407,12799336,2018-08-06,f,
5840138,3317788,2018-09-26,f,
20711044,16263894,2019-01-28,f,
716777,1540254,2019-02-05,t,$40.00
15840564,475005,2018-05-18,f,
18529504,16749549,2018-12-02,f,
18458684,15782440,2019-01-23,t,$120.00
3485847,2859763,2018-11-15,t,$70.00
6923145,1904417,2018-05-24,f,
11148003,14130253,2018-06-16,f,
7905174,16731433,2018-10-15,f,
4698329,7381764,2019-01-16,f,
19373365,20041373,2018-06-07,f,
6600940,872362,2018-06-01,f,
12034666,1880537,2018-06-28,f,
6684315,8533771,2018-12-28,f,
17377658,22942508,2019-02-28,f,
9548253,7642814,2018-07-31,f,
19858059,17324800,2019-02-27,f,
19644067,8591991,2018-09-08,f,
13615011,2372307,2018-08-03,t,$36.00
17433009,8003633,2019-01-13,t,$95.00
21466028,11581491,2018-12-31,t,$386.00
16013311,22576574,2018-12-08,f,
4000749,974977,2018-03-23,f,
13976289,10999768,2018-12-23,t,$86.00
17252686,9325579,2019-02-21,f,
19520004,5670818,2018-09-08,f,
2752497,7589902,2018-12-22,f,
13728497,18521306,2018-10-02,f,
6419941,1724293,2018-04-19,t,$80.00
16434736,13834398,2018-05-03,t,$109.00
15636785,1713378,2018-08-04,t,$99.00
8603732,3913659,2018-04-23,t,$119.00
2919976,22894555,2018-04-01,f,
1123095,5914555,2018-03-16,f,
17398701,6073107,2018-12-09,t,$200.00
12567430,3823576,2018-10-14,t,$50.00
17255995,7078430,2018-06-23,f,
3000851,797000,2018-04-07,f,
4872005,16942178,2018-03-21,f,
17823900,18695420,2019-01-08,t,$22.00
8356770,1423821,2018-10-25,f,
9666892,3949975,2018-07-17,f,
12047953,17550862,2018-12-17,f,
2840285,480074,2018-06-04,f,
15802446,19293339,2018-09-17,f,
4174630,4514065,2018-06-24,t,$100.00
19880933,16390431,2018-09-07,f,
13059308,21443959,2018-04-03,t,$92.00
12481659,1134647,2018-10-10,f,
13899072,1161527,2018-07-05,t,$106.00
2701301,11564118,2018-05-09,f,
8194861,9774575,2018-06-18,f,
14081537,18939983,2018-08-04,f,
9385158,17742558,2018-05-22,f,
19815696,7703240,2019-01-24,t,$90.00
14993795,13826262,2018-10-30,f,
15962107,12059811,2018-05-17,f,
167599,18927007,2018-12-06,f,
2187167,18510961,2018-09-17,f,
3409104,12732929,2019-01-05,f,
3299470,21089206,2018-07-15,f,
16726112,7154687,2018-03-20,f,
21418470,9799594,2018-04-27,f,
6662225,12967271,2018-07-06,f,
17451088,21744604,2018-10-28,f,
4981347,15798201,2018-07-25,f,
20282743,805282,2019-01-07,t,$189.00
6480740,23386192,2018-09-23,f,
3621845,3322217,2018-04-25,f,
9331030,3277970,2018-09-10,f,
574337,19309675,2018-08-26,f,
11760386,7347119,2018-11-28,f,
11568741,191531,2018-11-09,f,
12361419,10775337,2018-11-07,f,
15660376,3473064,2019-01-12,f,
21548117,13632053,2018-03-28,f,
1474200,2461937,2018-12-28,f,
2033871,17260708,2018-12-06,f,
20930727,2713121,2018-07-28,t,$120.00
9210766,8063699,2018-03-16,f,
8317400,13595897,2018-08-17,f,
5495007,6060354,2018-05-13,f,
5527333,303217,2018-07-29,t,$125.00
10648635,15637733,2018-09-23,t,$52.00
12462665,13468807,2018-08-02,f,
16504577,17964565,2019-02-27,f,
10674051,22874361,2018-03-17,f,
6967022,11155018,2018-04-18,f,
17026960,7336824,2018-10-02,f,
7893525,12722233,2018-12-04,t,$55.00
6010846,9197550,2018-12-13,f,
677680,10038065,2018-12-28,f,
6126323,14230771,2018-08-02,f,
412417,19127021,2018-04-09,f,
12781288,19055322,2018-12-04,f,
18087316,6406569,2018-10-05,f,
11267032,7208201,2018-07-23,f,
13680688,13068524,2018-11-04,f,
10907321,7977399,2018-10-23,f,
6108007,9890680,2018-11-27,f,
14715497,17357489,2018-09-30,f,
21851062,15543907,2018-04-04,f,
13825462,6647743,2018-03-15,f,
13193502,11854534,2018-05-24,f,
14022066,5209076,2018-07-24,t,$59.00
14955499,17119490,2018-03-18,f,
19068386,8361142,2018-09-10,f,
2897712,15813759,2018-03-31,t,$130.00
16849056,14440464,2018-05-19,f,
18545566,4152721,2019-01-29,f,
21173736,16047722,2018-12-10,f,
20748514,7392658,2018-12-07,f,
7436167,18265404,2019-02-12,t,$82.00
599953,10934104,2018-06-19,f,
17506101,14833985,2018-04-04,f,
8001560,8725056,2018-11-09,f,
11859975,612014,2018-12-16,f,
1267784,3321127,2018-10-19,f,
17515242,1998879,2018-03-19,f,
19124454,11987601,2019-01-06,f,
2982030,19246475,2018-03-26,f,
14679348,6242517,2018-10-14,t,$160.00
15195269,8928197,2018-04-21,f,
9366263,3978302,2018-03-08,t,$122.00
15646658,1360040,2018-08-16,t,$50.00
21335527,11159805,2018-09-05,f,
7476342,13890486,2019-01-05,f,
6519913,19614880,2018-05-28,f,
12587956,13713117,2019-03-05,f,
120989,15825797,2018-08-22,f,
20447998,20199853,2018-12-29,f,
8472160,5777092,2018-10-02,f,
18374086,13487823,2018-03-22,f,
590899,13685969,2018-04-11,f,
18213573,3765140,2018-12-11,t,$130.00
10157037,7567459,2018-09-03,t,$140.00
2683294,1278180,2018-08-28,f,
1593933,22323308,2018-03-29,f,
2630146,22743453,2018-04-20,t,$67.00
4136458,19495316,2019-03-02,f,
2901789,1706448,2019-01-25,f,
67748,12186371,2018-06-01,f,
15967585,12837887,2019-02-28,f,
892454,2551591,2018-12-09,t,$94.00
20719431,5048526,2019-02-22,f,
20664554,13931284,2018-06-12,f,
8909756,17708733,2018-10-02,f,
5081804,6721882,2018-06-05,f,
17460152,10898958,2019-02-22,f,
11290513,3589382,2018-04-07,f,
21084794,2213213,2019-03-02,t,$280.00
17861137,11898007,2019-02-14,f,
19191651,13044899,2018-04-25,f,
21141801,9103179,2018-04-19,f,
1549508,16350763,2018-08-15,f,
12149723,13098189,2018-04-09,t,$95.00
7373309,16745759,2018-05-02,f,
10388220,20031430,2018-04-21,t,"$1,000.00"
16996993,15459942,2018-09-05,f,
21858895,3681169,2018-09-29,t,$138.00
4962107,11478588,2018-05-14,t,$80.00
12247250,13278799,2019-01-26,f,
12988210,16118238,2018-11-21,f,
12785973,554531,2018-11-18,f,
7124847,1132120,2018-10-07,f,
8525198,7715808,2018-06-22,f,
7246004,12744509,2019-02-10,f,
20749557,9951632,2019-01-29,f,
13229880,4828341,2018-12-06,f,
10891644,14741330,2018-09-24,f,
10104780,20062448,2018-10-05,f,
9434418,6394586,2019-02-28,t,$60.00
11771102,6782324,2018-06-08,f,
17186593,21749241,2018-06-07,f,
5488408,22749634,2018-06-11,f,
714818,8854728,2018-07-04,f,
17850219,10454035,2018-06-21,t,$149.00
12677211,4203240,2018-11-06,f,
977141,9831470,2018-11-02,f,
8891775,13889024,2018-10-27,f,
6047505,21665912,2018-09-02,t,$162.00
19865624,14703725,2018-08-09,t,$38.00
4368122,20129998,2018-08-11,f,
15676345,21711973,2019-01-06,t,$65.00
21546209,23263648,2018-05-20,f,
13693970,16271325,2019-02-13,f,
12183169,2642991,2018-06-24,t,$135.00
8585335,6326105,2018-05-14,f,
9146451,19310746,2018-05-29,t,$110.00
3297234,17281555,2018-07-28,f,
3641027,20071766,2018-09-11,f,
18321906,4123181,2019-03-06,f,
1931050,19014375,2018-08-03,t,$72.00
8997698,19589370,2018-10-17,f,
1617479,12826973,2018-08-29,f,
20292675,10005727,2018-10-05,f,
17705193,13833598,2018-10-19,f,
9377012,23348731,2018-09-15,f,
17531216,16142260,2018-05-25,f,
2480351,15543961,2019-03-06,f,
866143,22274963,2018-03-09,f,
6304391,22415542,2018-11-08,f,
15799748,21779402,2018-03-15,f,
262,2679020,2018-06-19,f,
16261493,22340786,2019-01-26,f,
3885261,8248957,2018-08-16,f,
17422910,21511343,2019-02-08,f,
4844422,1868058,2018-06-30,t,$60.00
16256660,23058488,2019-01-18,f,
13286160,5236869,2018-09-13,t,$215.00
297892,7343614,2018-10-30,f,
13462291,13484349,2018-03-10,f,
21556309,10225274,2018-09-05,f,
14933166,9860005,2018-05-26,f,
626270,2657177,2018-04-30,f,
6834288,7016293,2018-12-23,f,
5358401,19173979,2018-08-19,f,
13148553,8186173,2018-08-31,f,
17439595,16531257,2018-04-26,f,
3170946,17623847,2018-07-21,f,
11323069,22799336,2018-12-02,t,$69.00
13607303,15278241,2018-06-25,f,
7863443,8634818,2018-04-23,t,$120.00
6167344,14647669,2018-05-07,t,$90.00
14505352,19218806,2018-05-04,f,
20984724,20202871,2018-09-27,f,
15944265,7494065,2018-04-05,f,
10900725,6230859,2019-03-08,t,$109.00
3620078,15555542,2019-01-01,t,$190.00
14110409,11540785,2018-06-20,t,$145.00
8186655,7344587,2018-10-26,f,
6810702,15703708,2018-07-13,f,
18068391,12999864,2018-08-07,t,$190.00
6640351,15308164,2018-06-10,t,$78.00
13263242,14425833,2018-05-16,f,
9599255,5063765,2018-08-24,f,
4140380,3328663,2018-08-23,f,
11385867,18802810,2018-11-14,f,
11844503,13857499,2018-12-17,f,
923182,13912256,2018-11-28,t,$79.00
4670916,5141704,2019-02-24,f,
4021801,6641583,2018-05-24,f,
11096438,14985220,2018-10-28,f,
6462284,9720387,2018-04-17,f,
16937205,19119183,2018-10-08,f,
10710330,1319251,2018-07-30,t,$70.00
19066772,2892169,2019-01-17,t,$210.00
9512503,6344799,2019-03-04,f,
18339788,9444299,2018-03-08,f,
14018365,20922547,2019-02-20,t,$49.00
15325271,20410313,2019-01-17,f,
8900934,22463027,2019-01-21,f,
3348182,9545953,2019-01-30,f,
9101519,17151199,2018-05-10,f,
5552925,4181430,2019-02-12,f,
14242053,17475423,2018-09-13,f,
14145152,15214151,2018-11-10,f,
12626368,9962092,2018-05-22,f,
13791996,797208,2018-08-25,t,$110.00
2168272,2242310,2018-07-21,f,
19902375,20880553,2019-02-14,f,
13807785,19410777,2018-08-17,t,$89.00
20400246,13636205,2019-02-03,f,
12817084,712857,2018-11-18,f,
1447957,9520579,2019-03-05,f,
9407708,16989359,2018-08-17,f,
3376274,21017029,2018-12-17,t,$200.00
15331572,4031001,2018-11-15,t,$100.00
1318133,3476421,2018-11-09,f,
2747461,23051487,2018-08-29,f,
8576568,4943184,2018-07-30,f,
14268950,13618378,2019-01-04,f,
10476836,18680077,2018-06-04,t,$70.00
17491515,23573627,2018-12-26,f,
17005850,3145416,2018-10-07,f,
12423156,914727,2018-12-25,f,
10322598,16436425,2018-12-08,f,
5988695,4028771,2018-05-29,t,$76.00
7259180,10151360,2018-11-16,f,
12044988,20090305,2018-03-18,t,$69.00
7195892,19037304,2018-04-11,f,
4053788,19667056,2018-08-28,t,$125.00
692333,9120303,2018-10-22,f,
1634012,13490375,2018-06-08,f,
12387923,7040964,2018-07-29,f,
9542486,5791953,2018-10-29,f,
4077859,6581357,2018-12-12,f,
4202003,2562384,2018-08-21,t,$230.00
16624630,6046737,2018-03-31,f,
8902852,20063950,2018-07-06,f,
6729306,13166436,2018-09-22,f,
6567849,1825781,2018-08-13,f,
21567651,19557872,2018-06-25,f,
5900177,4828173,2018-10-12,f,
10327413,21820301,2018-11-01,f,
20214745,16401616,2018-04-12,f,
12437994,19922247,2018-06-02,f,
16700441,17496090,2018-12-27,f,
1810137,11522920,2018-08-06,f,
6347295,21472595,2018-05-02,f,
5878667,19941754,2018-03-29,f,
20532762,12738828,2018-10-30,t,$62.00
16545374,9072020,2018-05-21,t,$67.00
3471024,20293203,2018-06-28,f,
4134040,7390885,2019-01-15,t,$45.00
18876629,21396119,2018-12-19,f,
15934575,624546,2018-10-24,f,
21590739,12188054,2018-05-02,t,$400.00
1628993,20779604,2018-03-09,f,
17110162,7416800,2019-01-08,f,
11692410,17253401,2019-03-08,f,
8559999,17513034,2018-09-11,f,
19930191,4307635,2018-10-26,f,
880935,3515149,2019-03-03,f,
12211069,17933773,2018-03-13,f,
18885967,497695,2018-09-25,f,
18429642,1992855,2018-10-20,f,
8994809,2061440,2018-10-24,t,$69.00
2975137,1052404,2019-02-12,t,$90.00
522914,22290104,2018-04-27,f,
16591748,108025,2018-05-03,f,
9724750,15131231,2018-12-02,t,$180.00
6965734,14002896,2018-11-17,f,
20467638,5093021,2018-06-08,f,
18061434,9170891,2018-10-19,f,
1536106,19463595,2018-09-01,t,$201.00
13177621,6733862,2018-11-15,f,
11414715,19362640,2018-10-17,f,
10800521,19526606,2018-09-18,f,
14766204,3602240,2018-10-29,f,
20575499,11033227,2018-09-28,f,
15508382,13195166,2018-04-21,f,
17348055,19678264,2019-01-11,f,
7080826,3753414,2018-07-03,f,
8653811,6552881,2018-11-10,f,
1950546,10118878,2018-03-20,t,$160.00
20619108,1743307,2019-01-18,f,
21211174,14241453,2018-05-17,f,
2019112,9244445,2018-05-14,f,
16383715,3036871,2018-04-15,f,
1941963,1860106,2018-07-31,f,
1819368,5521334,2018-06-16,t,$155.00
20823847,17003825,2018-12-29,f,
12557870,22583830,2018-08-31,f,
10723915,11136035,2019-01-11,f,
20683260,19011292,2018-08-04,t,$55.00
464041,17318014,2018-09-08,f,
12565317,6687007,2018-03-31,f,
18190062,13315108,2018-04-10,f,
10152254,20682563,2018-08-02,f,
21331376,5654383,2019-01-19,t,$100.00
3528727,8694452,2019-02-10,f,
15271011,2691546,2018-08-21,t,$60.00
7320844,18951272,2018-10-16,f,
2137389,17897017,2018-04-28,f,
13194225,16903445,2018-06-28,f,
18201533,18862324,2018-10-04,t,$100.00
21760200,15540248,2018-03-12,t,$69.00
14000434,810479,2018-06-30,f,
20174741,10984316,2018-09-20,f,
5785814,3415023,2018-05-09,f,
9197061,22963252,2018-09-10,f,
20509583,7087501,2018-12-16,f,
4637025,12313344,2018-11-11,f,
20521618,1721423,2018-07-17,f,
21159016,7609251,2018-04-09,f,
19438129,18237560,2018-09-24,t,$80.00
2541620,16697120,2018-09-25,f,
15310315,605234,2019-02-10,t,$87.00
18370994,18535048,2018-07-15,t,$110.00
9679234,12064479,2018-08-06,f,
3588566,3009446,2018-06-13,t,$165.00
6563966,12789249,2018-08-15,f,
8222139,23088584,2018-08-15,f,
1301794,13484212,2018-08-10,f,
4438,17697589,2018-12-15,t,$70.00
2109797,7550730,2018-12-01,f,
20619191,1743307,2018-03-30,f,
1192739,14064251,2018-05-26,f,
16285808,21912679,2019-01-07,f,
15246207,22468349,2018-09-30,f,
1143109,22632895,2018-05-15,f,
3373405,20009904,2018-10-27,f,
8556551,10956304,2018-07-29,f,
18362353,18145207,2018-05-13,t,$375.00
1154517,15492426,2019-02-12,f,
6118333,22607274,2019-02-15,f,
15032704,22055103,2018-09-08,f,
1928011,11952048,2018-08-27,t,$250.00
10337360,15672871,2018-05-24,t,$68.00
18587584,3652659,2018-04-18,f,
11418095,4523058,2018-08-27,t,$98.00
6698955,2290338,2018-09-22,f,
4724587,19323558,2019-02-07,f,
5273555,21873161,2019-01-25,f,
20808106,4094636,2018-07-07,f,
13822061,23201798,2018-07-07,f,
2105891,11356410,2018-06-26,f,
7756441,6359864,2018-07-13,f,
15816364,21545052,2018-07-10,f,
20113297,4063467,2018-04-02,f,
11157748,12660875,2018-12-21,t,$145.00
301639,14646474,2018-09-26,f,
4474152,7296471,2018-03-26,f,
20060207,19901041,2018-08-14,f,
4056511,13655956,2019-01-29,f,
5989670,1158033,2019-02-15,t,$65.00
18123252,22160512,2018-12-05,t,$69.00
12374930,6985872,2018-04-05,f,
13237119,8920424,2019-02-07,t,$60.00
6189928,9116613,2019-02-08,t,$31.00
13495080,12977036,2018-05-09,t,$90.00
18432386,8584824,2018-12-08,t,$80.00
11356893,493269,2018-05-29,t,$130.00
19255396,1232383,2018-06-30,f,
7084497,8332939,2018-07-06,f,
1288534,4058275,2018-11-20,f,
11947426,19673833,2018-05-08,f,
20107979,557192,2018-10-17,f,
17618905,19448745,2018-03-16,f,
11335771,842858,2018-11-16,f,
3844931,19783023,2019-02-14,f,
4094018,13135280,2018-04-05,f,
19547637,19583344,2019-01-03,f,
14152108,12694769,2018-04-12,t,$306.00
1212417,12121509,2019-02-22,f,
10163913,12362715,2018-11-05,f,
4161640,13292823,2018-11-22,f,
13715648,23314815,2018-11-30,f,
10444314,22117597,2018-07-15,t,$105.00
11385018,6393647,2018-05-09,t,$500.00
18720254,21991356,2018-09-19,t,$58.00
5490551,11565112,2018-06-15,f,
11013591,18100385,2018-10-04,t,$275.00
10485916,6218787,2019-01-30,f,
16776746,14383230,2019-01-04,t,$55.00
16574441,13807306,2018-09-27,f,
19519410,11746832,2018-05-06,f,
10168839,12593463,2018-04-18,t,$80.00
6531628,7296034,2018-04-23,f,
3420889,8713879,2018-07-23,f,
9777489,12737745,2018-07-15,f,
21739243,1247370,2018-07-18,f,
12362206,286005,2019-01-18,f,
7980849,11696689,2018-09-07,t,$110.00
6731193,6131012,2018-07-22,f,
4529371,23014530,2018-11-19,f,
13371797,22235876,2018-12-25,f,
4632879,7634459,2018-05-11,f,
18409115,4071976,2018-03-31,f,
18166775,1366681,2018-03-12,f,
16072319,15655780,2019-02-06,f,
11384051,19085700,2018-10-31,f,
17830889,22763860,2018-11-28,f,
12207908,22169874,2018-09-17,f,
10748565,6675758,2018-10-15,f,
12689250,7364474,2019-02-09,t,$90.00
10717317,17497057,2018-07-08,f,
485558,6538751,2018-10-18,t,$48.00
17300740,11823300,2018-08-15,f,
17876755,3381676,2018-09-12,f,
10950328,6283399,2018-04-13,f,
7426674,4895536,2019-02-09,f,
21486379,13220486,2018-05-22,f,
21082582,16834068,2019-03-03,t,$190.00
11309378,23117595,2018-08-02,f,
14507532,20061321,2018-07-07,f,
8725155,5308166,2018-07-02,t,$95.00
12545311,772637,2018-12-13,f,
14336039,8025766,2018-05-11,f,
17942851,240938,2018-08-28,t,$55.00
17167077,3570444,2018-10-27,t,$90.00
9697572,4246945,2018-06-08,f,
10329563,16628679,2018-11-07,f,
4109321,13807674,2018-08-09,f,
8551868,2733419,2018-03-25,f,
17326395,13440412,2018-06-30,f,
19784553,16084139,2018-11-04,f,
14144650,20273449,2018-06-04,f,
9487650,13457917,2019-03-05,f,
7882902,5156828,2018-03-09,f,
2191064,869828,2018-10-04,t,$70.00
17814715,7595988,2018-08-13,f,
9492914,16241251,2018-03-14,f,
2504677,7253957,2018-11-28,f,
170703,22227806,2018-07-02,f,
17424525,1449540,2018-07-23,f,
20813289,22859833,2019-03-01,f,
2320818,6652573,2018-08-29,f,
5432023,7036032,2018-11-17,f,
5869657,19827210,2018-12-07,f,
15050550,12718888,2018-07-11,f,
19034923,5497258,2018-07-03,f,
11956681,7168318,2019-02-25,f,
7224139,3819022,2018-12-08,f,
5389777,1748401,2019-02-16,t,$95.00
10045633,19599229,2018-10-15,t,$95.00
8986183,7295738,2018-06-17,f,
5538990,19694165,2018-08-07,f,
16798481,3374587,2018-12-01,f,
1387768,3227846,2019-01-28,f,
14854015,21985100,2018-04-01,f,
19463641,4600926,2019-01-23,f,
9403322,5831982,2018-08-27,t,$200.00
1645827,3516335,2018-12-26,f,
7436872,21400825,2018-03-09,f,
15144074,19888587,2019-02-08,f,
10573530,6473906,2018-08-08,f,
16402629,15922509,2018-04-11,f,
7705819,241636,2018-05-07,t,$180.00
4263166,5194652,2018-04-10,t,$130.00
14737607,19698223,2019-03-05,f,
13201512,13844545,2018-08-25,t,$72.00
6629638,833596,2018-09-20,f,
609638,15784646,2018-12-08,f,
4565602,6884149,2018-08-03,f,
16887267,17740282,2018-06-27,f,
13840380,14700053,2018-04-30,t,$169.00
10348479,20703158,2018-03-08,f,
18944024,23469896,2018-09-02,t,$42.00
12059882,20137506,2018-05-29,f,
15581106,5811295,2018-03-20,f,
5303390,328695,2018-10-08,f,
20186967,3666321,2018-11-25,t,$125.00
307337,20881251,2018-10-28,f,
4370888,13490264,2018-12-15,f,
4723903,12172647,2018-12-23,f,
2791431,18994800,2018-06-04,f,
5939478,17121521,2019-01-30,f,
17696873,11984804,2018-07-03,f,
5882396,22807284,2018-11-12,f,
10441300,3340421,2018-11-17,f,
16899249,19579273,2018-11-12,f,
18344792,14003141,2018-03-31,f,
10122724,6269298,2018-09-10,f,
21548385,3670560,2018-05-09,f,
20894303,10159426,2019-02-15,f,
20100187,15627422,2019-03-05,f,
6871721,9375897,2018-12-26,f,
1462232,8897353,2018-11-29,t,$380.00
3753614,4128676,2018-04-22,t,$60.00
17609344,12241661,2019-01-13,f,
181230,11408805,2018-07-08,f,
10509386,9835653,2018-05-04,f,
14238774,18521969,2018-09-09,f,
5935444,4384729,2018-09-09,t,$60.00
15302826,21856212,2019-01-22,f,
15934860,2480592,2018-11-25,f,
10658963,19637042,2018-05-22,f,
3007615,12459186,2019-02-14,t,$33.00
11961142,23114087,2018-11-12,f,
21500636,12186871,2018-05-01,f,
5485342,2775807,2018-08-03,t,$150.00
8589636,19763406,2018-10-16,f,
7598669,7211597,2018-08-05,f,
17599467,19775812,2018-05-11,f,
5746160,7046333,2018-04-11,f,
9767291,5981154,2019-02-21,t,$140.00
3470927,20293203,2018-10-03,f,
5267405,599575,2018-11-29,f,
18959201,18852215,2019-03-01,f,
18454669,14062490,2019-01-05,f,
12686286,3949576,2018-03-25,f,
6242378,3403495,2018-07-25,f,
270094,3466240,2018-03-13,f,
11192666,23353903,2018-05-04,t,$230.00
21858521,23157202,2018-10-28,f,
1595715,19899184,2018-05-11,t,$229.00
21319825,13572196,2018-08-11,f,
8144687,14064783,2018-12-20,f,
13109734,6802561,2019-02-06,t,$159.00
1687304,18530740,2018-06-05,f,
7116947,12397886,2018-07-26,f,
10728455,7363843,2018-12-07,f,
18141557,10146066,2018-04-13,f,
10775924,11011695,2018-11-07,t,$180.00
6109247,20260000,2018-05-26,f,
20341944,21137574,2018-10-30,f,
17204397,6285946,2018-10-16,f,
9222978,21168962,2018-06-14,t,$101.00
12838549,17886807,2018-12-19,f,
8413169,1377325,2019-01-23,f,
1035479,21875808,2018-04-02,f,
19047659,546041,2018-10-10,f,
16423037,13793632,2019-02-06,f,
2899950,16623583,2018-12-23,t,$140.00
8363344,13089573,2018-11-28,f,
6980768,16334962,2018-10-01,f,
2052160,12145931,2018-07-21,f,
4618877,12750453,2018-09-09,f,
3466443,7152523,2019-01-22,f,
13580601,9857916,2019-01-19,f,
5421879,9112056,2018-07-23,f,
16214638,22157775,2018-12-29,f,
2935464,8829277,2018-10-06,f,
12990411,18446973,2018-12-15,f,
10782861,22010770,2019-01-22,f,
19786989,1011441,2018-04-02,t,$130.00
14955287,17119490,2018-06-23,f,
12471767,19447868,2018-08-02,f,
5715924,4408070,2019-02-11,f,
20827303,16311416,2018-11-06,f,
15748114,3862971,2018-07-29,f,
12262854,7152744,2018-04-27,t,$75.00
18188369,2173772,2019-01-05,t,$46.00
7388332,17798858,2019-03-05,f,
12238741,6088953,2018-04-28,f,
18816007,5225549,2018-06-02,f,
18745065,7803983,2018-06-30,f,
16598651,1329352,2019-01-22,t,$45.00
4138865,7304293,2018-09-10,f,
2338681,7472966,2018-10-04,f,
3907891,2704800,2018-08-05,t,$170.00
10733897,13103032,2018-03-31,f,
11951429,7521220,2018-07-01,f,
11765737,15947695,2019-01-26,f,
6645893,8058447,2018-04-05,f,
21844675,19341542,2018-09-19,f,
19568915,21159849,2018-09-18,f,
919668,1980388,2018-06-12,f,
6690405,6842929,2018-04-22,f,
7820519,22442587,2019-02-02,f,
19033717,16089948,2019-01-04,f,
18368137,567739,2018-12-28,t,$50.00
15509841,3413312,2018-06-18,f,
3973742,554455,2018-03-19,f,
6363594,17542656,2018-09-03,f,
4552090,4825987,2018-09-13,f,
21075255,16358422,2018-08-08,f,
18060234,15443581,2018-10-10,t,$80.00
20233262,1716410,2018-06-03,t,$59.00
17183052,10380734,2019-01-11,f,
19637643,15768008,2019-02-21,f,
6898330,17528402,2018-06-28,t,$278.00
11772654,23602998,2018-05-03,f,
12766761,16683851,2018-08-27,f,
8495220,7644335,2018-08-08,f,
11464480,1992443,2018-06-08,f,
6773516,15798436,2018-07-22,f,
15570411,6846687,2018-07-08,t,$40.00
7661809,13252449,2018-10-04,t,$95.00
6244278,13492575,2018-05-24,f,
2766958,11394966,2019-01-02,f,
8450752,18627203,2018-05-16,f,
11628689,19358882,2018-10-04,f,
5829529,2306018,2018-11-04,f,
4562469,15006214,2018-04-07,f,
18824936,23479192,2018-09-15,f,
889752,7597584,2018-06-15,t,$85.00
5034598,20798748,2018-04-22,t,$35.00
21778896,20402907,2018-12-21,f,
7306594,17901225,2018-12-27,f,
6505548,17776394,2018-10-05,f,
10118536,20159456,2019-03-02,f,
4332876,15247013,2018-04-16,f,
19814593,22383457,2018-08-09,f,
19840055,16544689,2018-10-02,f,
3316219,3310170,2018-08-10,t,$175.00
13328149,13450795,2018-09-14,f,
7547760,20023727,2019-02-05,f,
15920795,13613207,2018-06-04,f,
5479469,5527995,2018-12-07,t,$139.00
2439377,19503877,2018-10-04,f,
17756283,8881080,2018-09-06,f,
9554904,13289745,2018-11-25,f,
13490448,16711409,2018-11-23,f,
3217861,20119618,2018-12-19,f,
1051556,2526159,2018-03-15,t,$140.00
19606804,21548407,2018-11-14,f,
21426041,19857633,2018-07-18,t,$389.00
2326949,1059318,2018-08-07,f,
15000177,297014,2018-09-11,t,$70.00
20552658,15754459,2018-07-11,f,
19264946,6419930,2018-07-02,t,$106.00
19142736,12839527,2018-05-01,f,
14437824,18175316,2019-02-05,f,
