CODGEO;LIBGEO;REG;DEP;P14_POP;P09_POP;SUPERF;NAIS0914;DECE0914;P14_MEN;NAISD16;DECESD16;P14_LOG;P14_RP;P14_RSECOCC;P14_LOGVAC;P14_RP_PROP;NBMENFISC14;PIMP14;MED14;TP6014;P14_EMPLT;P14_EMPLT_SAL;P09_EMPLT;P14_POP1564;P14_CHOM1564;P14_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
78264;Gambaiseuil;11;78;66.0;66.0;18.92;2.0;1.0;27.7894736842;0.0;0.0;33.7894736842;27.7894736842;2.4;3.6;22.0;;;;;8.10526315789;1.15789473684;4.583333;38.2105263158;1.15789473684;27.7894736842;14.0;0.0;0.0;0.0;11.0;1.0;3.0;4.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.7114697566, 48.7362198882], [1.7103833105, 48.736214452], [1.7025607537, 48.7369365663], [1.7012672214, 48.7371096032], [1.6990865541, 48.7376822507], [1.6956751167, 48.7387424589], [1.695061657, 48.7389642367], [1.6860441964, 48.7417465389], [1.6799979477, 48.7432810128], [1.6781873967, 48.7433977094], [1.6762406662, 48.7434669924], [1.6750930766, 48.7433993901], [1.6762185997, 48.744927595], [1.6785570225, 48.7480865791], [1.6801622158, 48.7500734101], [1.6820502542, 48.7512609567], [1.6926538926, 48.7577290774], [1.695016385, 48.7580283728], [1.6993626763, 48.7583213589], [1.7002466357, 48.7582815096], [1.7049462494, 48.7575508848], [1.7070083453, 48.7567978434], [1.7119896645, 48.7551165007], [1.7123966386, 48.7551631673], [1.7147635984, 48.7561646463], [1.714961174, 48.7567046854], [1.7163349976, 48.7612512304], [1.7164598107, 48.7621511877], [1.7107849925, 48.7637388748], [1.7102351449, 48.764185394], [1.7064471577, 48.7683001799], [1.7057640159, 48.7685212557], [1.7011926637, 48.7698002143], [1.6930817575, 48.769929426], [1.6944535016, 48.7749322156], [1.6949306558, 48.77484478], [1.6997936172, 48.7730286294], [1.7022518642, 48.7721882342], [1.7027959097, 48.7721455701], [1.7031340871, 48.7722823695], [1.7033364368, 48.7724635686], [1.7038607127, 48.774038901], [1.7011038909, 48.7770852716], [1.6998948351, 48.7802734582], [1.7002975987, 48.780769869], [1.7067051242, 48.7806244218], [1.7135078704, 48.7803461638], [1.7196923994, 48.7792999181], [1.7243710677, 48.7818856539], [1.7265702958, 48.7856357271], [1.7268372459, 48.7861314948], [1.7269730908, 48.786087068], [1.7290551347, 48.7825922064], [1.7303177333, 48.7804324455], [1.7384950166, 48.7730586213], [1.7437748716, 48.7643665789], [1.7440515287, 48.7640087857], [1.7459813257, 48.7617263208], [1.7464617506, 48.7613238864], [1.7472777133, 48.7612829752], [1.7567832376, 48.7622287422], [1.7595673831, 48.7625563283], [1.7616694815, 48.7630162024], [1.7624132915, 48.7633792172], [1.7646411193, 48.7647380464], [1.7670767685, 48.7658291259], [1.7673481174, 48.7659200779], [1.7691974257, 48.7596821934], [1.7673576962, 48.7538757716], [1.7640842912, 48.7425700856], [1.7636295776, 48.7406359016], [1.7641342829, 48.7379866321], [1.7639313823, 48.7379404545], [1.756439506, 48.7394772908], [1.7505756123, 48.7413356484], [1.7485302258, 48.7419546855], [1.7412301329, 48.743221826], [1.7297437548, 48.7435148429], [1.7238989915, 48.74352987], [1.7226084287, 48.7435223647], [1.7120225025, 48.7366360421], [1.7114697566, 48.7362198882]]]}";48.7564849886, 1.72467385925
78314;Issou;11;78;4262.0;4475.0;4.8;303.0;59.0;1451.0;60.0;15.0;1536.0;1451.0;15.0;70.0;1208.0;1507.0;72.3291307233;22789.2857143;5.91362847222;448.343995148;383.525893486;418.669178;2896.0;202.0;2237.0;151.0;0.0;14.0;27.0;86.0;17.0;24.0;26.0;10.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.7859385274, 48.9680397776], [1.7854985648, 48.969565091], [1.7854228236, 48.9702927842], [1.785654579, 48.9741136935], [1.7837391646, 48.9772707156], [1.780747696, 48.9797521657], [1.776171328, 48.9833793066], [1.775050467, 48.9876873115], [1.7754504261, 48.9886329826], [1.7756517517, 48.9889039339], [1.776378735, 48.9911092845], [1.7770933909, 48.9938990547], [1.7784223108, 48.9955619335], [1.7828921374, 48.9975138965], [1.7845388362, 48.9978741241], [1.7901333194, 48.9986213304], [1.7922478874, 48.9995545298], [1.7953349404, 49.0014048561], [1.7963859812, 49.0027643591], [1.7970055704, 49.0048722426], [1.797188089, 49.0070845541], [1.797382208, 49.0080289654], [1.7975812115, 49.0087036349], [1.7978525157, 49.0087944839], [1.7981820816, 49.0074308498], [1.7987265304, 49.0055819431], [1.8006346684, 48.993924441], [1.8010204777, 48.9812920075], [1.7950169592, 48.9743358242], [1.7923336928, 48.9698751364], [1.7922671549, 48.9697404657], [1.7892679036, 48.969366679], [1.7875679018, 48.9688108034], [1.7862778815, 48.9681313475], [1.7859385274, 48.9680397776]]]}";48.9868806213, 1.7896495866
78324;Jouy-Mauvoisin;11;78;556.0;543.0;2.82;17.0;14.0;212.0;7.0;2.0;219.024038462;212.0;3.51201923077;3.51201923077;195.0;201.0;;24702.8571429;;38.1765970722;25.0288598341;37.793528;369.0;30.0;258.0;27.0;2.0;2.0;8.0;10.0;2.0;5.0;7.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.6446972741, 48.9827429793], [1.6451080966, 48.9826558866], [1.6539919078, 48.9819878559], [1.654332284, 48.9820348434], [1.6546788345, 48.9816322253], [1.6621301199, 48.9714746549], [1.6627576979, 48.9704446974], [1.6637919679, 48.969641409], [1.6595799197, 48.9681257532], [1.6522804507, 48.9679495088], [1.6444881672, 48.9679723045], [1.637459421, 48.9676839979], [1.6371177884, 48.9676369464], [1.6368426621, 48.9678145913], [1.6307982383, 48.9746546254], [1.6318988945, 48.9769569492], [1.6356689196, 48.9788615562], [1.6441505905, 48.9826954315], [1.6446972741, 48.9827429793]]]}";48.9744445131, 1.64682052495
78305;Herbeville;11;78;257.0;308.0;6.4;9.0;1.0;107.509960159;2.0;1.0;129.270586558;107.509960159;12.2994844859;9.46114191227;86.0079681275;103.0;;35102.8571429;;46.1910760052;31.8560513671;41.377945;160.752988048;11.2629482072;120.820717131;31.0;1.0;1.0;5.0;21.0;4.0;3.0;10.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.9119687065, 48.9011791378], [1.9116384708, 48.9000096538], [1.9111695408, 48.8988847745], [1.9107000186, 48.8979847299], [1.910230013, 48.8971737162], [1.9093538487, 48.895956981], [1.9025884191, 48.8883745677], [1.8906674212, 48.8889311558], [1.8898640757, 48.8890604164], [1.8895054698, 48.8884805861], [1.8860671769, 48.8896924955], [1.8837114833, 48.8927581371], [1.8788647703, 48.8956331462], [1.8741420257, 48.8971663498], [1.8712125917, 48.8992136402], [1.8693724098, 48.9037965919], [1.8693036019, 48.9038867792], [1.8695518709, 48.904202105], [1.874661313, 48.9085447202], [1.8779078624, 48.9174995816], [1.8774908151, 48.9183608605], [1.8774881193, 48.9186756117], [1.8775557821, 48.9187652823], [1.8782359303, 48.9189928953], [1.8783729616, 48.9189033429], [1.879076516, 48.9179179324], [1.8792827483, 48.9177831588], [1.8814005666, 48.9173424785], [1.8835153093, 48.9171706413], [1.8835835261, 48.917171277], [1.8846751294, 48.917175149], [1.8850819992, 48.9173561102], [1.8904649244, 48.9178260852], [1.8981099407, 48.9167760426], [1.9010818956, 48.9135512546], [1.9014957739, 48.9130136349], [1.9021271982, 48.9108951291], [1.9015073902, 48.9076796136], [1.9023784073, 48.905324062], [1.9036839849, 48.904160545], [1.9045067069, 48.9034440809], [1.9053993869, 48.9027732188], [1.9058778829, 48.9025950189], [1.9090882304, 48.901797783], [1.9119004188, 48.9013134229], [1.9119687065, 48.9011791378]]]}";48.9029771968, 1.89027142618
78276;Gommecourt;11;78;680.0;652.0;5.67;48.0;12.0;277.037037037;7.0;2.0;318.212009352;277.037037037;23.7899840039;17.3849883106;238.755555556;261.0;;22946.0;;40.300015279;25.1853458528;32.461073;417.066666667;36.2666666667;332.444444444;58.0;3.0;2.0;16.0;30.0;7.0;7.0;9.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.5809712249, 49.0622926647], [1.5797858392, 49.0639018827], [1.574133833, 49.073010394], [1.5724030209, 49.0767146812], [1.5722650456, 49.0768038697], [1.5722639395, 49.0768937848], [1.5731043483, 49.077842616], [1.57473755, 49.0784375346], [1.5805014864, 49.0794616821], [1.5857885175, 49.0804619536], [1.5903361107, 49.0813750824], [1.5941484221, 49.0827020972], [1.5943525439, 49.0827476495], [1.5949695585, 49.0826622384], [1.604486635, 49.083036595], [1.6080364841, 49.0786533388], [1.6087988076, 49.0778941852], [1.6089401525, 49.0776260389], [1.6106132448, 49.0753666288], [1.612284094, 49.073287921], [1.6126989861, 49.0729752662], [1.6141564761, 49.071448022], [1.6142964314, 49.0711789529], [1.6130768136, 49.0703627258], [1.6121972757, 49.0697284708], [1.6102425056, 49.067695085], [1.6093727487, 49.0663414928], [1.6081185201, 49.0630985345], [1.6077183072, 49.0624581012], [1.6043571041, 49.0583938813], [1.6030077543, 49.057127282], [1.5994187784, 49.0546340155], [1.5992831805, 49.054588369], [1.59825183, 49.0550313831], [1.5979748686, 49.0552547737], [1.5984370521, 49.0563806891], [1.5969609333, 49.0592025304], [1.5951660105, 49.0604495583], [1.5909924351, 49.0625580866], [1.5845205811, 49.062764394], [1.5828126918, 49.062663325], [1.5809712249, 49.0622926647]]]}";49.0711306459, 1.5941629066
78327;Juziers;11;78;3820.0;3764.0;9.88;223.0;84.0;1548.12666312;39.0;19.0;1890.96301988;1548.12666312;212.988254339;129.848102426;1181.17083555;1490.0;75.7209926224;24831.6666667;6.47435897436;459.721087165;354.420201062;391.871565;2500.58541778;208.382118148;1945.57743481;276.0;1.0;9.0;55.0;175.0;35.0;36.0;41.0;5.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.8514236455, 49.0167705748], [1.8507443817, 49.0162649716], [1.8506776529, 49.0161294402], [1.8506986503, 49.0138832291], [1.8507822813, 49.0122662144], [1.8511558313, 49.0103354232], [1.8536420107, 49.0074472961], [1.8586753864, 49.0022775763], [1.8616938521, 48.9961433701], [1.8643945154, 48.9906994143], [1.864812548, 48.9898921989], [1.8596337635, 48.9886937759], [1.8572363315, 48.988099905], [1.8551242656, 48.9876427057], [1.854987628, 48.987642301], [1.8525997628, 48.9873622856], [1.8452373141, 48.9862538428], [1.8349335916, 48.9842791554], [1.8337769031, 48.9838245547], [1.8283388423, 48.9814567268], [1.8260950411, 48.980503097], [1.8204522569, 48.9782767849], [1.8202469821, 48.9782315987], [1.819901758, 48.9786337963], [1.8197620959, 48.9789480836], [1.8197573506, 48.9793976969], [1.8199585615, 48.9798025717], [1.8213744481, 48.9816511016], [1.8234661289, 48.9841321639], [1.8256281514, 48.9863512713], [1.8279635096, 48.9917987482], [1.8279517393, 48.996561357], [1.8274777377, 48.999578383], [1.8267686972, 49.0022270868], [1.8265470194, 49.0025405734], [1.8262033431, 49.0028088006], [1.8185153737, 49.0066848763], [1.8185140374, 49.0068638232], [1.8189547821, 49.0105058095], [1.8190207638, 49.0107303828], [1.8198350917, 49.0115324679], [1.8203805802, 49.0118327979], [1.8211275087, 49.0118716114], [1.8256270819, 49.0126999009], [1.830595666, 49.0145631744], [1.8317019551, 49.0185029279], [1.831727318, 49.0198673884], [1.8316627424, 49.0201851062], [1.8322801447, 49.0199698896], [1.8392312841, 49.020045395], [1.8408015388, 49.0201424021], [1.8431266768, 49.0199274206], [1.8448403428, 49.0194169434], [1.847923882, 49.0184186962], [1.8512843208, 49.0169499974], [1.8514236455, 49.0167705748]]]}";49.0005604133, 1.8404822325
78423;Montigny-le-Bretonneux;11;78;33252.0;33691.0;11.65;2674.0;502.0;13513.2341029;415.0;107.0;14200.3858215;13513.2341029;181.815239075;505.336479499;8386.04476996;13192.0;81.7183119933;28326.8;5.700515944;22179.864243;20741.6090198;21896.232432;23602.9918012;1460.68770403;18408.1631843;2946.0;2.0;106.0;150.0;2186.0;438.0;502.0;732.0;341.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.9943936681, 48.7991189998], [1.9946895164, 48.7992393152], [1.9981068533, 48.7989568043], [2.0110411147, 48.7978727723], [2.0227372008, 48.796865371], [2.028367397, 48.7966090651], [2.0307712278, 48.7967059352], [2.0345597874, 48.7973095399], [2.0448213487, 48.798922827], [2.0501267499, 48.7984146562], [2.0501942871, 48.7983693218], [2.0526629319, 48.7966278246], [2.0531378217, 48.7951412254], [2.0536172673, 48.7946026637], [2.0534144167, 48.7943779972], [2.0530095533, 48.7938827985], [2.0503053246, 48.7900270364], [2.048506131, 48.7864239549], [2.0449419259, 48.778877952], [2.0459313898, 48.7736645464], [2.0555735276, 48.7709915382], [2.0537341857, 48.7675176773], [2.0514118474, 48.7684742676], [2.0430296027, 48.7664942588], [2.0360407469, 48.7617401716], [2.0327049513, 48.7606293464], [2.0292934271, 48.7608184375], [2.0280758177, 48.7600862638], [2.0271159848, 48.7593939548], [2.0261591219, 48.7581062142], [2.0258912722, 48.757660592], [2.0257372937, 48.756945158], [2.0255399431, 48.7558569891], [2.0248586405, 48.7559899459], [2.0124586213, 48.7607523763], [2.0115434926, 48.7614454908], [2.0112343478, 48.7619646227], [2.0114200265, 48.7620740958], [2.0101444959, 48.7654841983], [2.0096334054, 48.7689716765], [2.0108411082, 48.7756088957], [2.0211872792, 48.7786865952], [2.023781913, 48.779597382], [2.0230618367, 48.783529287], [2.0217233264, 48.7870441674], [2.0190010765, 48.7905863482], [2.0170516438, 48.7908806369], [2.0088525519, 48.7926073044], [2.0027466696, 48.7941925947], [1.9982711054, 48.7972807251], [1.9953564007, 48.7987574263], [1.9943936681, 48.7991189998]]]}";48.7796502574, 2.02991602441
78396;Le Mesnil-le-Roi;11;78;6331.0;6421.0;3.25;282.0;326.0;2382.98287439;45.0;67.0;2555.01299101;2382.98287439;37.4814220573;134.548694565;1576.22317967;2338.0;81.7677198975;32771.7391304;5.32370675976;1169.46260181;900.076799158;1021.292274;3909.83779817;262.174410792;2908.373786;561.0;6.0;15.0;54.0;414.0;87.0;72.0;114.0;18.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.104125071, 48.9073986399], [2.1041936997, 48.9075331544], [2.1050713816, 48.9093329916], [2.1093369306, 48.9179893721], [2.1123073918, 48.9232823635], [2.1178120678, 48.927825017], [2.1214618515, 48.9363800311], [2.1205060057, 48.9384971916], [2.121382799, 48.9410603555], [2.1217202947, 48.9416896458], [2.1220602138, 48.9420140877], [2.1226044545, 48.9422851666], [2.1249900445, 48.942738768], [2.1278534961, 48.9431931014], [2.1281257868, 48.9432382489], [2.131046732, 48.9436866284], [2.1384471653, 48.9380348549], [2.1424280732, 48.9351199686], [2.14222355, 48.9349404417], [2.1400462333, 48.9335434975], [2.1363586033, 48.9312902824], [2.1322765045, 48.92881196], [2.1317990732, 48.928632236], [2.1314588942, 48.9284067404], [2.1283314082, 48.9263254936], [2.1268353832, 48.9251994458], [2.1243884985, 48.9230825755], [2.1229629979, 48.9215073286], [2.1219463555, 48.9202920906], [2.1199779442, 48.9179070267], [2.1186906782, 48.9162428019], [2.1174699272, 48.9145232918], [2.1163861322, 48.912858736], [2.1154399218, 48.9109703502], [2.1144260842, 48.9088107535], [2.1133457941, 48.9064725827], [2.1132103022, 48.9063375785], [2.1081465534, 48.9075860339], [2.1071231826, 48.9076737396], [2.1062379461, 48.9075825999], [2.105898196, 48.9072670951], [2.1055588604, 48.9070864929], [2.1052852327, 48.9071312148], [2.104125071, 48.9073986399]]]}";48.9271408401, 2.12258075146
78382;Maurecourt;11;78;4402.0;4307.0;3.65;270.0;116.0;1603.0;41.0;22.0;1674.74912892;1603.0;10.9616724739;60.787456446;1111.01684922;1611.0;76.5983860956;26652.0;5.74377383891;477.243827245;344.230456962;549.2629;2857.55133913;197.542983173;2272.07270867;283.0;1.0;16.0;29.0;185.0;43.0;52.0;59.0;8.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0247240985, 48.9956115506], [2.0242425157, 48.9961489985], [2.0238936197, 48.997406942], [2.0237551584, 48.997720561], [2.0236178467, 48.9979001976], [2.0247730276, 48.9987567053], [2.0414339289, 49.0013153746], [2.0498584569, 49.0032006837], [2.0604049943, 49.0066721336], [2.0640179239, 49.0080285685], [2.0644261289, 49.0082089049], [2.065522762, 49.0075825718], [2.0669612703, 49.0066423475], [2.0685390768, 49.0054774726], [2.0693627389, 49.004670032], [2.0703923429, 49.0035044762], [2.0710795077, 49.0026069384], [2.071424552, 49.0021141153], [2.0714933793, 49.0019338961], [2.0716996694, 49.0017097771], [2.0717695224, 49.0013955755], [2.0719960284, 48.9972085531], [2.071877361, 48.9935233347], [2.0718783877, 48.9933893515], [2.0715375643, 48.9933435498], [2.0607057555, 48.9920047613], [2.0517994137, 48.991815105], [2.0482587927, 48.9929309485], [2.0450868519, 48.9953931347], [2.0368906052, 48.9958671922], [2.025611011, 48.9956133603], [2.0247240985, 48.9956115506]]]}";48.9987295594, 2.05394409167
77122;Combs-la-Ville;11;77;22110.0;21427.0;14.48;1712.0;533.0;8530.78560018;294.0;117.0;9126.61080565;8530.78560018;39.9228175102;555.902387963;5658.55340812;8336.0;70.327298885;22978.75;11.5800745087;5381.14288006;4842.18282341;5429.673918;14388.6392721;1203.53490054;11004.3642129;1255.0;8.0;39.0;156.0;844.0;220.0;208.0;245.0;78.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5976604564, 48.6663707469], [2.5956988661, 48.6650580622], [2.596229781, 48.6647099629], [2.6034419929, 48.6637627326], [2.6081043667, 48.6632960291], [2.6126375803, 48.6635734957], [2.6142988489, 48.6607311171], [2.6146702067, 48.6587957259], [2.6153972513, 48.6574146635], [2.6196204912, 48.6515221703], [2.619020718, 48.6512989795], [2.6162466466, 48.6517497191], [2.6135287605, 48.651755328], [2.6070558665, 48.6477817868], [2.60768236, 48.6460586185], [2.6086937011, 48.6431457738], [2.5916892887, 48.6424014992], [2.5941835315, 48.646143838], [2.5743143278, 48.6467203537], [2.5730468699, 48.6438446189], [2.5684369407, 48.6435545634], [2.5615651965, 48.6441366394], [2.5530917103, 48.645180063], [2.5503437352, 48.6455655049], [2.5491738332, 48.6466467807], [2.5481010273, 48.6495256092], [2.5479654645, 48.6496609191], [2.5475630357, 48.6508296372], [2.544276312, 48.6514647511], [2.5421217099, 48.6514816781], [2.5411152047, 48.6515443695], [2.5336146171, 48.6573349814], [2.5351773702, 48.6580966595], [2.5384653793, 48.6638391837], [2.5448201813, 48.6711845186], [2.5475678753, 48.6717769417], [2.5475930437, 48.6716933855], [2.5481312569, 48.6703884807], [2.5484011228, 48.6701187593], [2.5494159739, 48.6691277722], [2.549754513, 48.6690822782], [2.5502296389, 48.6692612697], [2.5509793095, 48.6698892356], [2.5518673845, 48.6713254505], [2.5555754248, 48.6722271176], [2.5594038933, 48.6723906411], [2.5625097566, 48.6688338398], [2.5637276322, 48.6678884499], [2.5647430902, 48.6674370236], [2.5654887706, 48.6672553499], [2.5678611932, 48.6667566653], [2.568472286, 48.666755281], [2.5692875674, 48.6670235769], [2.5713969563, 48.6684577581], [2.5717383333, 48.6687261309], [2.5718905968, 48.6695353112], [2.5717590332, 48.670344371], [2.5714206414, 48.6707047459], [2.5712854526, 48.6707951073], [2.570880511, 48.6711552412], [2.5705450932, 48.67214436], [2.5704835142, 48.6733584339], [2.5706221981, 48.6741666642], [2.5710332577, 48.674885027], [2.571850176, 48.6754681256], [2.5739594578, 48.6766324069], [2.577016104, 48.6773898536], [2.5796661634, 48.6778786449], [2.5809551603, 48.6778759862], [2.5830584766, 48.677781719], [2.5836677644, 48.6775113075], [2.5840740253, 48.6771511368], [2.5843428188, 48.6766555643], [2.5840542303, 48.6731510995], [2.5830920722, 48.6705014739], [2.5830829609, 48.6687483557], [2.5832172755, 48.6682532115], [2.5836205422, 48.6675782108], [2.5851073857, 48.6663978778], [2.5869348774, 48.6654048991], [2.5880196336, 48.6650884371], [2.5905265811, 48.6643639961], [2.5914078729, 48.6643616233], [2.5933085604, 48.6645830996], [2.5951453475, 48.6653431185], [2.597050034, 48.6664622312], [2.5976601105, 48.6664157198], [2.5976604564, 48.6663707469]]]}";48.657644123, 2.57508276849
77108;Chelles;11;77;53708.0;52636.0;15.9;4553.0;1522.0;21096.6891858;888.0;329.0;22598.1105171;21096.6891858;244.43304958;1256.98828167;12159.9744974;21001.0;67.9453619533;21531.4285714;14.5550318825;13574.3966335;12011.8813802;13389.888007;34510.5545674;3108.89865465;26190.2396742;3955.0;3.0;166.0;650.0;2650.0;752.0;486.0;936.0;234.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5676272327, 48.8658788812], [2.5681514953, 48.8666029332], [2.5702348571, 48.8764634049], [2.5682643129, 48.8793071494], [2.5649205017, 48.8819794993], [2.5624955124, 48.8830201613], [2.561254615, 48.8838321966], [2.5597980384, 48.8849887616], [2.5594064582, 48.8853362542], [2.5595434954, 48.8857405491], [2.5595461376, 48.8862342806], [2.5597528716, 48.886782721], [2.560095464, 48.8872309373], [2.5626276286, 48.8888832512], [2.5651295617, 48.8897655917], [2.567971683, 48.8907498291], [2.5716083865, 48.8919769575], [2.5747470468, 48.8927525538], [2.5782238984, 48.8933772762], [2.5838172328, 48.8954103842], [2.5879162047, 48.8981179636], [2.5912646007, 48.9068301219], [2.5914203682, 48.9071463047], [2.5916178678, 48.9073601103], [2.5919977027, 48.9071123009], [2.5923641354, 48.9077043829], [2.5940876449, 48.9069440394], [2.6001434483, 48.9048097035], [2.6025290719, 48.9048491188], [2.6049829056, 48.9048887116], [2.6092920463, 48.9049235288], [2.6109263263, 48.9047399971], [2.6118798697, 48.9045578364], [2.6124926912, 48.9043322995], [2.6134444952, 48.9040152267], [2.6150094206, 48.9034276328], [2.6156215219, 48.9031112488], [2.6264785914, 48.8943594712], [2.6266814225, 48.8942234101], [2.6267492185, 48.8940887264], [2.6227496954, 48.8855157178], [2.6217660185, 48.8838920608], [2.6220153788, 48.8760265644], [2.6227565908, 48.874587299], [2.6230281724, 48.8743615268], [2.6256843043, 48.8741306436], [2.6253419567, 48.8737716445], [2.6183251195, 48.8690757144], [2.6154695712, 48.8669882408], [2.6126064398, 48.8650346693], [2.6089285842, 48.8643284291], [2.6060026406, 48.8649645483], [2.6057964632, 48.8646500048], [2.6055930104, 48.8646960995], [2.6027358444, 48.8654213986], [2.6015795197, 48.8658285465], [2.6001525819, 48.866325611], [2.6000162628, 48.8663260549], [2.5991311949, 48.8665524215], [2.5980975308, 48.8667791821], [2.5976204131, 48.866780277], [2.595574674, 48.866380377], [2.5935974726, 48.8659357084], [2.591824608, 48.8655123883], [2.5897784852, 48.8649999715], [2.5890969691, 48.8648213656], [2.5884153926, 48.8648235203], [2.5873261858, 48.8650050309], [2.586441792, 48.8651422731], [2.5755322866, 48.8656922386], [2.5681092584, 48.8659426751], [2.5676272327, 48.8658788812]]]}";48.8837873385, 2.59631331191
77139;Courtry;11;77;6664.0;6043.0;4.16;350.0;115.0;2302.0;77.0;28.0;2380.49604222;2302.0;12.5593667546;65.9366754617;1973.66341653;2242.0;76.4942016057;25343.0;7.54050525992;856.074634017;695.470068536;1003.492157;4518.87588971;296.077161866;3395.78544083;471.0;4.0;27.0;107.0;287.0;84.0;46.0;102.0;23.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5923641354, 48.9077043829], [2.58880163, 48.9094907878], [2.5894107299, 48.9175396927], [2.5906912334, 48.9233615209], [2.5921965579, 48.9243918302], [2.5922651048, 48.9245260558], [2.5923362853, 48.9250209003], [2.5929506773, 48.9253341386], [2.5941798721, 48.9257357879], [2.5983148216, 48.927344135], [2.6018484827, 48.9289089735], [2.6025997962, 48.9293566073], [2.6029510047, 48.9289396096], [2.6157373912, 48.9247430135], [2.6162147084, 48.9247868091], [2.6174372675, 48.9238860469], [2.6172993494, 48.9235267952], [2.616193818, 48.9209585191], [2.6157129543, 48.9201062597], [2.6132661626, 48.908922981], [2.612631246, 48.9049613531], [2.6124926912, 48.9043322995], [2.6118798697, 48.9045578364], [2.6109263263, 48.9047399971], [2.6092920463, 48.9049235288], [2.6049829056, 48.9048887116], [2.6025290719, 48.9048491188], [2.6001434483, 48.9048097035], [2.5940876449, 48.9069440394], [2.5923641354, 48.9077043829]]]}";48.9164385577, 2.6026727503
77111;Chessy;11;77;4842.0;4216.0;5.74;402.0;63.0;1895.0;100.0;12.0;2130.0;1895.0;55.0;180.0;982.0;1858.0;75.2421959096;25286.1111111;8.18897637795;12638.1142284;12216.9601865;10532.50159;3313.0;237.0;2793.0;607.0;2.0;15.0;38.0;483.0;82.0;69.0;104.0;53.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7477067319, 48.8840986751], [2.7483892601, 48.8842314096], [2.7492881161, 48.8841829342], [2.7498324216, 48.8841364097], [2.7513286827, 48.8837717117], [2.7522148278, 48.8838131182], [2.7536471493, 48.8839878408], [2.7546713276, 48.8842543388], [2.7565869211, 48.885190825], [2.7612181193, 48.8875095549], [2.7641840479, 48.8893428084], [2.7643213782, 48.8894330086], [2.766632105, 48.8887055053], [2.769416697, 48.8865831574], [2.7714374532, 48.8838351697], [2.7729940255, 48.8817976119], [2.7772144551, 48.8814224361], [2.7777518244, 48.8804324011], [2.7851221534, 48.8740239018], [2.7889671875, 48.8695512701], [2.7882678794, 48.8675319735], [2.786590584, 48.8626843724], [2.7863808924, 48.8619663413], [2.786366087, 48.8602585051], [2.784674526, 48.8602815538], [2.7814904395, 48.8603171512], [2.7784345904, 48.859362748], [2.7765339031, 48.8579409817], [2.7739202906, 48.8559458678], [2.7723873897, 48.8546218524], [2.7721704893, 48.854357937], [2.7704514213, 48.8554077625], [2.7683498767, 48.8557175772], [2.7660447562, 48.8597771374], [2.7646544805, 48.8637089396], [2.7649073072, 48.8696044576], [2.7630770071, 48.8706890186], [2.7543307702, 48.8757983636], [2.750248145, 48.8782027612], [2.7495776445, 48.8795539187], [2.7491127963, 48.8809477694], [2.7481090436, 48.8832433853], [2.7477067319, 48.8840986751]]]}";48.8726903988, 2.77025918382
