CODGEO;LIBGEO;REG;DEP;P14_POP;P09_POP;SUPERF;NAIS0914;DECE0914;P14_MEN;NAISD16;DECESD16;P14_LOG;P14_RP;P14_RSECOCC;P14_LOGVAC;P14_RP_PROP;NBMENFISC14;PIMP14;MED14;TP6014;P14_EMPLT;P14_EMPLT_SAL;P09_EMPLT;P14_POP1564;P14_CHOM1564;P14_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
77126;Congis-sur-Thérouanne;11;77;1789.0;1752.0;15.12;117.0;57.0;621.727602443;22.0;11.0;696.99544213;621.727602443;28.9491691105;46.3186705767;520.303850005;617.0;;23267.7777778;;323.039499496;292.748670092;335.35734;1191.62848435;94.2819968942;880.732530387;103.0;4.0;7.0;15.0;68.0;16.0;9.0;14.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9483482058, 49.0117413838], [2.94725553, 49.0122120852], [2.9455761586, 49.0129127048], [2.9429492328, 49.0137720106], [2.9412770977, 49.0164399978], [2.9410820008, 49.0197066473], [2.9415009132, 49.0204235026], [2.9421336384, 49.0219029669], [2.9427840175, 49.0235245049], [2.945777373, 49.0270605723], [2.9468893263, 49.0267769287], [2.9477397246, 49.0268708165], [2.9508147917, 49.0269899079], [2.9512934113, 49.0269424465], [2.9536037773, 49.025933583], [2.9596941595, 49.0237903367], [2.9651412138, 49.0240312239], [2.9671709486, 49.0250991238], [2.9696226444, 49.0272425139], [2.9702522547, 49.0285419838], [2.9711040634, 49.0311435091], [2.9712460812, 49.031502314], [2.9733616647, 49.0313112777], [2.9800665615, 49.030826124], [2.9803400365, 49.0308702287], [2.9838430261, 49.0322887498], [2.983979776, 49.0322878689], [2.9843819828, 49.0317466189], [2.9895928982, 49.0277197724], [2.993633739, 49.0257337682], [3.0002556792, 49.0236271562], [3.0090521019, 49.0202782575], [3.0103831934, 49.0175662057], [3.0113932491, 49.0164816942], [3.0128925641, 49.0149816962], [3.0136921895, 49.0146264279], [3.0134801717, 49.0141336961], [3.0136810403, 49.0138180577], [3.0133364849, 49.0135501378], [3.0112156324, 49.0106315789], [3.0052591362, 49.0027577272], [2.9956148731, 48.9947539574], [2.9945203552, 48.994225179], [2.9906889516, 48.9928401635], [2.9883742682, 48.9924047449], [2.9855799661, 48.992108602], [2.9849500702, 48.9919961236], [2.9820739488, 48.9913375075], [2.9804329609, 48.9911214409], [2.9751067109, 48.991060207], [2.9730584538, 48.9910714543], [2.9683386046, 48.991501023], [2.9672480538, 48.9917309278], [2.9664347641, 48.992139843], [2.9648079886, 48.9931905513], [2.9641338211, 48.9939133144], [2.9636646119, 48.9946343371], [2.9608953713, 49.0028270046], [2.9556773231, 49.010726428], [2.9549194951, 49.0113591773], [2.9538336154, 49.0119495338], [2.9521326104, 49.0124973744], [2.9509706754, 49.0125031998], [2.949877219, 49.0123741638], [2.9491228662, 49.0121535445], [2.9483482058, 49.0117413838]]]}";49.0118763897, 2.9787531166
77130;Coulommes;11;77;413.0;405.0;3.68;32.0;10.0;157.618357488;13.0;5.0;178.129205614;157.618357488;2.67532801647;17.8355201098;130.683574879;150.0;;23894.4;;50.8816981789;30.9064915649;48.853073;283.314009662;22.9444444444;222.461352657;37.0;7.0;3.0;6.0;19.0;5.0;2.0;6.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9347294821, 48.9016589582], [2.9363006858, 48.9007074615], [2.9408735924, 48.8953374636], [2.9423425305, 48.8928579364], [2.942679845, 48.8924516185], [2.9432215801, 48.8921793911], [2.9432847075, 48.8918197041], [2.9431053026, 48.8862619776], [2.9438418822, 48.8822811304], [2.9439074782, 48.8821462661], [2.9427460697, 48.8818372563], [2.9409586152, 48.8804982281], [2.9406115835, 48.879916208], [2.9400017873, 48.8801883925], [2.9354428994, 48.8807507826], [2.9351701938, 48.8807524338], [2.9322437729, 48.8809918262], [2.9320391846, 48.8810375746], [2.9278945877, 48.882631409], [2.9226051426, 48.8854968704], [2.917288562, 48.8913423336], [2.9098376905, 48.8955438408], [2.9050925347, 48.897858541], [2.9046186574, 48.8981756131], [2.9050278542, 48.8981732404], [2.9098096398, 48.8991391741], [2.9133605511, 48.8997065474], [2.917060292, 48.9002280547], [2.9193071424, 48.9000371424], [2.9227073143, 48.8993460353], [2.9253584453, 48.8987397991], [2.9332911892, 48.9010376593], [2.9347294821, 48.9016589582]]]}";48.8916158802, 2.92890230701
77120;Cocherel;11;77;641.0;587.0;8.27;47.0;15.0;213.0;6.0;2.0;241.0;213.0;8.0;20.0;159.0;203.0;;22220.7826087;;37.0921699731;24.0921699731;44.906203;427.0;45.0;345.0;41.0;4.0;0.0;12.0;21.0;8.0;4.0;12.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1504898924, 49.027405622], [3.1507605205, 49.0268963465], [3.1516421221, 49.0239692989], [3.1494159224, 49.0234011085], [3.1470632467, 49.02305513], [3.1438323969, 49.0220591512], [3.1428001666, 49.0215721261], [3.1379763841, 49.0189080835], [3.1381701927, 49.0146744793], [3.1383686989, 49.0142687156], [3.1341418427, 49.0147914471], [3.1318226111, 49.0150403944], [3.1304471746, 49.0144205562], [3.126597954, 49.0128735722], [3.1257107923, 49.0128790005], [3.1145567149, 49.0125035106], [3.1031899369, 49.0116326114], [3.0948398321, 49.0104732457], [3.0884447234, 49.0084909086], [3.0876773126, 49.0073279125], [3.0861429654, 49.0052258016], [3.0827226586, 49.0048424518], [3.0780722585, 49.0044220444], [3.0697917472, 49.0090202406], [3.0697248314, 49.0090661384], [3.0661430075, 49.0118286889], [3.0641847469, 49.0134132279], [3.0629055206, 49.0147779765], [3.0628401749, 49.015002808], [3.0635267551, 49.0152686067], [3.071554732, 49.0167432552], [3.0771088503, 49.0174214005], [3.0823116364, 49.0180195023], [3.0850305627, 49.0170141142], [3.085235699, 49.017058029], [3.0859301477, 49.0178623067], [3.0876434328, 49.0228929073], [3.0876590011, 49.0240159747], [3.0873434516, 49.0258154661], [3.0868179972, 49.027211374], [3.0860689882, 49.027396245], [3.0817952986, 49.0295797388], [3.0817346138, 49.0301192862], [3.0816907366, 49.0317818921], [3.0859406688, 49.0324820806], [3.0899529144, 49.0308992913], [3.0939845302, 49.0280655936], [3.0991744304, 49.025551809], [3.1054394084, 49.02416353], [3.109665571, 49.0234628781], [3.1111681737, 49.0234525044], [3.1125372752, 49.0236688312], [3.1135690667, 49.0240661975], [3.1142729263, 49.0245555838], [3.1257121073, 49.0264126506], [3.1355118648, 49.0274621242], [3.1398912001, 49.0278374551], [3.1463771755, 49.0275240026], [3.1487123453, 49.0274177276], [3.1504898924, 49.027405622]]]}";49.0181917635, 3.10504219899
77134;Courchamp;11;77;159.0;150.0;12.41;10.0;4.0;62.3529411765;1.0;1.0;86.3639301875;62.3529411765;11.4835164835;12.5274725275;54.0392156863;58.0;;20882.173913;;25.1910706774;13.7596981284;18.769117;96.6470588235;3.11764705882;73.7843137255;21.0;7.0;1.0;5.0;6.0;0.0;2.0;6.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.3105249249, 48.651260524], [3.3093756294, 48.6499754455], [3.3098379238, 48.6489542233], [3.3128161311, 48.646436863], [3.3134652729, 48.6430872435], [3.3145557942, 48.6368616507], [3.3147432011, 48.6316908235], [3.313068909, 48.6299250123], [3.311068373, 48.6310114567], [3.310575447, 48.6307276002], [3.3033409537, 48.6241276793], [3.3034023211, 48.622776461], [3.3036076615, 48.6221543768], [3.2994412209, 48.6219634344], [3.2980840907, 48.6219029735], [3.294931279, 48.622206761], [3.2925165497, 48.6225140515], [3.2864495643, 48.6233716365], [3.2814249228, 48.6245718639], [3.2791844464, 48.6257851735], [3.2710637736, 48.6334371105], [3.268293179, 48.6430778856], [3.2667852167, 48.6478764563], [3.2649612164, 48.6525164822], [3.2644779859, 48.652798195], [3.2632207782, 48.6530510352], [3.2635787246, 48.654846514], [3.2636463812, 48.6556100256], [3.2647050327, 48.6571565878], [3.2664810056, 48.6593095859], [3.2738925123, 48.6602579277], [3.2748664671, 48.6593058346], [3.2784488376, 48.6584016363], [3.2812927474, 48.6583023119], [3.2861427049, 48.6603163985], [3.2873627881, 48.6621915768], [3.2933917908, 48.663203195], [3.2978034257, 48.661765681], [3.3035238808, 48.6577818402], [3.3053811399, 48.6540442356], [3.3095919906, 48.6514392509], [3.3105249249, 48.651260524]]]}";48.642590858, 3.2900267086
77140;Coutençon;11;77;292.0;274.0;6.23;11.0;8.0;105.638225256;2.0;3.0;128.57208769;105.638225256;22.9338624339;0.0;88.6962457338;103.0;;23439.5238095;;28.0882100592;19.1155138135;27.158225;194.33447099;11.9590443686;156.464163823;18.0;1.0;0.0;3.0;11.0;3.0;3.0;5.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9931250304, 48.4890566987], [2.9933266896, 48.4889658507], [2.994669284, 48.488149082], [3.0024627227, 48.4814480379], [3.0076487108, 48.4772331619], [3.0179204191, 48.4716904606], [3.0189971896, 48.4713250508], [3.0194623471, 48.4706925482], [3.0186478428, 48.4704722739], [3.0162043435, 48.4697223554], [3.011099715, 48.4680433638], [3.0102591887, 48.4658006993], [3.0111123488, 48.463817868], [3.0115734174, 48.4629164073], [3.0117735615, 48.4626905835], [3.0125106537, 48.4622371006], [3.0129136873, 48.462009454], [3.0137004322, 48.460117467], [3.0137652976, 48.459891655], [2.9969286172, 48.4539639049], [2.9959657029, 48.4536993866], [2.9952474771, 48.4546475635], [2.9943181997, 48.4559564742], [2.9935890713, 48.4570836637], [2.9931926846, 48.4578501191], [2.9946791274, 48.4577971174], [2.9944936886, 48.4591465402], [2.9942419478, 48.4606318006], [2.9938941974, 48.4617509092], [2.9933894891, 48.4631398925], [2.9928604095, 48.4644973841], [2.9887457094, 48.4697067347], [2.9871083879, 48.4712664963], [2.9859703724, 48.4721713765], [2.984495431, 48.4731013908], [2.9781072756, 48.4786878545], [2.9744696869, 48.4853379035], [2.9740702345, 48.4858343972], [2.9800655404, 48.4884093125], [2.9846707511, 48.4889236675], [2.9899460474, 48.4889845043], [2.9908826993, 48.4881695425], [2.9911520172, 48.4881236833], [2.9931250304, 48.4890566987]]]}";48.4732239667, 2.99643814493
77144;Crèvecoeur-en-Brie;11;77;390.0;299.0;9.19;25.0;5.0;138.0;6.0;3.0;158.0;138.0;13.0;7.0;124.0;137.0;;24910.0;;30.0268971491;18.0163855995;29.806614;251.0;11.0;204.0;31.0;5.0;1.0;2.0;19.0;4.0;4.0;8.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8892972388, 48.7409576232], [2.8892996726, 48.7410925374], [2.8891403587, 48.7469565504], [2.8888724333, 48.7520694295], [2.88539052, 48.7569849737], [2.8848951151, 48.7577202071], [2.8862652976, 48.7613038265], [2.887506492, 48.762960792], [2.8883327004, 48.7640363455], [2.8900910144, 48.7663422254], [2.89254578, 48.7701282019], [2.8926148019, 48.7703081421], [2.8928892839, 48.7704864678], [2.8958454128, 48.7734831485], [2.898333277, 48.7760332549], [2.8985397676, 48.7762124082], [2.8988106545, 48.7761658699], [2.9072621478, 48.7717666299], [2.9200381927, 48.7650888878], [2.9326748777, 48.7584555333], [2.9372021521, 48.7560961747], [2.9376064753, 48.755823868], [2.9392487212, 48.7531265075], [2.9335085116, 48.7511708427], [2.9285832492, 48.7513298915], [2.9275632002, 48.7512906026], [2.9266754659, 48.7509806655], [2.9257186959, 48.7504458273], [2.92297572, 48.7483466735], [2.9220685334, 48.747452973], [2.9199392184, 48.7453505451], [2.9178778591, 48.7433830337], [2.9160302158, 48.7422242057], [2.9130291767, 48.7412497922], [2.912757274, 48.741206422], [2.9115345852, 48.7413017595], [2.9067016244, 48.7405164903], [2.8977831203, 48.7401089483], [2.8916722442, 48.7406324152], [2.8892972388, 48.7409576232]]]}";48.7560901027, 2.90712519529
77136;Courquetaine;11;77;202.0;198.0;7.82;9.0;4.0;75.6256157635;1.0;2.0;83.6256157635;75.6256157635;3.0;5.0;61.6945812808;73.0;;28040.0;;20.9954308207;9.02918668478;21.553509;138.315270936;7.960591133;106.472906404;24.0;5.0;0.0;3.0;10.0;3.0;6.0;7.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7260936776, 48.6737859961], [2.72623589, 48.6746390196], [2.7261181283, 48.6771563601], [2.7313330629, 48.6828276567], [2.73881124, 48.6860130718], [2.738586291, 48.6878043016], [2.7342905161, 48.6891844709], [2.7292505332, 48.6896786309], [2.7257489643, 48.6916071609], [2.7227154838, 48.6941204206], [2.7223793379, 48.6944812193], [2.7229935626, 48.6949737491], [2.7305082409, 48.6965892918], [2.7399117835, 48.6941645548], [2.7470733352, 48.6927462266], [2.7527166836, 48.6916733181], [2.7572636497, 48.6914326102], [2.7571261158, 48.6912083659], [2.7591732523, 48.6889018145], [2.7622447909, 48.6856321511], [2.7672819663, 48.6837784065], [2.7714423631, 48.6823023424], [2.771781955, 48.6823011938], [2.772519201, 48.6811297042], [2.7730524697, 48.6800045929], [2.7714879099, 48.6796508141], [2.7697202228, 48.6791626025], [2.7697192606, 48.6790726542], [2.7672341128, 48.6740838878], [2.7622970892, 48.6678543091], [2.7495598079, 48.6634945613], [2.7458181619, 48.6622498604], [2.7443910206, 48.6619850606], [2.7427746812, 48.6634738165], [2.739448268, 48.6672210027], [2.7321815799, 48.6712489288], [2.7288999331, 48.6724063267], [2.7268362216, 48.6733334674], [2.7260936776, 48.6737859961]]]}";48.6794147353, 2.74721935551
77071;Chaintreaux;11;77;917.0;887.0;23.92;45.0;25.0;343.625272331;10.0;5.0;426.24140925;343.625272331;49.9776630746;32.6384738447;311.660130719;348.0;;22894.0;;139.66009567;90.7867452879;119.011837;582.364923747;50.9444444444;459.498910675;89.0;23.0;2.0;10.0;47.0;9.0;7.0;16.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8621256434, 48.2175187826], [2.8624633534, 48.2176073548], [2.8631180947, 48.2158958292], [2.8633093803, 48.214815411], [2.8633094968, 48.2147704219], [2.8628360562, 48.2145935156], [2.8614173432, 48.2139701093], [2.859792529, 48.2128983484], [2.858911295, 48.21218287], [2.8567407453, 48.2103491934], [2.8560591994, 48.2094980664], [2.8551621991, 48.2072088096], [2.8498233789, 48.1977912227], [2.8454772735, 48.1863896726], [2.8426057157, 48.1791937464], [2.840791477, 48.1744961171], [2.83858128, 48.1683006153], [2.8378882914, 48.1661905023], [2.8377529899, 48.1660112533], [2.836786253, 48.1658929446], [2.8278683738, 48.1655140518], [2.8126450951, 48.1617098402], [2.8103101281, 48.1609943545], [2.809945896, 48.1612997067], [2.804267694, 48.164885196], [2.7989459319, 48.1682730532], [2.7952598612, 48.1690774496], [2.7941549514, 48.1688721701], [2.7935721506, 48.1675862175], [2.7891420717, 48.1667352603], [2.7837241108, 48.1667236578], [2.7809734452, 48.1673637534], [2.7811099026, 48.1675430697], [2.7826009222, 48.1690215212], [2.7850295727, 48.1701804301], [2.7854080678, 48.1713814693], [2.7862500089, 48.1750767227], [2.786307111, 48.1819108693], [2.7893548906, 48.1889231183], [2.7937630514, 48.192762249], [2.7910498812, 48.1978980234], [2.788038199, 48.1998101211], [2.7858647435, 48.2010830092], [2.7783651795, 48.2052181211], [2.7750458804, 48.2061413314], [2.7707018575, 48.2071137514], [2.7700092369, 48.2069693382], [2.7675518669, 48.2107994328], [2.7692069336, 48.2118995196], [2.783669955, 48.2167317453], [2.7950918235, 48.2217548967], [2.7951591475, 48.2217550134], [2.7958302304, 48.2216176086], [2.7979529735, 48.2210876871], [2.798228817, 48.220431318], [2.7983682642, 48.2156510081], [2.8077611938, 48.2091171188], [2.8084302075, 48.208754691], [2.8144606592, 48.2061675242], [2.8222982125, 48.2027855626], [2.8255231986, 48.2023899628], [2.8258594044, 48.2024786386], [2.8305939527, 48.2052019934], [2.8360068091, 48.2081285486], [2.8415622974, 48.2103802003], [2.8461260972, 48.2116990211], [2.8530210665, 48.2137836046], [2.8609749086, 48.216848896], [2.8621256434, 48.2175187826]]]}";48.1907010854, 2.81432603936
77070;Chailly-en-Brie;11;77;1425.0;1416.0;17.36;67.0;33.0;529.902037494;21.0;11.0;588.042388371;529.902037494;17.0411373261;41.0992135511;422.125351902;514.0;;22843.3333333;;289.184971484;249.245247568;279.132536;1000.87878355;77.0773173658;748.675614761;95.0;11.0;7.0;17.0;52.0;14.0;8.0;13.0;6.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.119411574, 48.761866705], [3.1203224095, 48.7627687855], [3.1214947731, 48.7637947093], [3.1220439766, 48.7641952799], [3.1230092946, 48.7650873892], [3.1232862163, 48.7654009925], [3.1238514008, 48.7667899717], [3.124348803, 48.7682698559], [3.1249203502, 48.7700185765], [3.1253399061, 48.7753191359], [3.1235203184, 48.7763652187], [3.1112376167, 48.782656781], [3.1048194529, 48.7854173838], [3.1039424326, 48.790622842], [3.1048277909, 48.7929550437], [3.1050787005, 48.7938514976], [3.1051514791, 48.7941653143], [3.1031156897, 48.79449356], [3.1031188567, 48.7947184001], [3.1036323592, 48.8017240364], [3.1048427162, 48.8091876917], [3.1134409306, 48.810794192], [3.1142099954, 48.8112836101], [3.1149573604, 48.8111884612], [3.1157048244, 48.8111391748], [3.1222263454, 48.8118674611], [3.1406452186, 48.8144931212], [3.1587502777, 48.8163141324], [3.1632740021, 48.8183954422], [3.1636162497, 48.8185271794], [3.16382053, 48.8185260003], [3.1649816917, 48.8187879144], [3.1652540648, 48.8187857396], [3.1653169333, 48.8184259113], [3.1663556703, 48.8110479482], [3.1648865964, 48.8050809188], [3.1633464213, 48.8023858369], [3.1629177225, 48.8011309059], [3.1620581845, 48.798350328], [3.1619086509, 48.7975428965], [3.1625730268, 48.7888189701], [3.1626276706, 48.7880094562], [3.1435763969, 48.7875113262], [3.1383211955, 48.786461655], [3.1347502334, 48.7850537103], [3.136135787, 48.7777644448], [3.1369197465, 48.7757363328], [3.1383042913, 48.7728953702], [3.138370727, 48.7728053544], [3.1432336437, 48.770740919], [3.1497420817, 48.765213362], [3.1500090632, 48.7648523694], [3.15011694, 48.763098411], [3.1501135726, 48.762873566], [3.1500439344, 48.7627846131], [3.1498379952, 48.7626058916], [3.149087898, 48.7624314478], [3.1433053433, 48.7586961272], [3.1393155675, 48.7556662676], [3.1343065513, 48.7543885578], [3.1328666192, 48.756204264], [3.1311527957, 48.7600394034], [3.1269615776, 48.7611870679], [3.1197500026, 48.7617296578], [3.119411574, 48.761866705]]]}";48.7926813408, 3.13402769365
77073;Chalautre-la-Petite;11;77;602.0;548.0;9.37;23.0;18.0;231.070707071;5.0;3.0;265.464529465;231.070707071;20.2316602317;14.1621621622;208.774410774;231.0;;24490.5555556;;55.7737846843;36.5982824027;62.056706;383.090909091;13.1750841751;283.771043771;38.0;3.0;1.0;6.0;20.0;1.0;8.0;14.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.3178012075, 48.5477525724], [3.3196095623, 48.54813274], [3.3232637935, 48.5488128294], [3.3252206235, 48.5434109962], [3.3264258984, 48.5392031045], [3.3303896093, 48.5329707051], [3.333887126, 48.5279017078], [3.3364438271, 48.5253181], [3.3400218954, 48.5217725573], [3.3413037895, 48.5173204299], [3.3400506229, 48.5119993513], [3.340036559, 48.5119184283], [3.3394835284, 48.5120315587], [3.3385919623, 48.5121375551], [3.3377341748, 48.5118125447], [3.3375846231, 48.5110851999], [3.3370847276, 48.5104065271], [3.3362779577, 48.5100084941], [3.3351202232, 48.5095601689], [3.3339771293, 48.5092818143], [3.3328779982, 48.5091022808], [3.3311460947, 48.5090540435], [3.327507651, 48.5091747766], [3.3263891212, 48.5093550737], [3.3257027826, 48.5095854533], [3.3252346777, 48.5098584122], [3.3132208403, 48.5135817036], [3.311094068, 48.5159217209], [3.3092643664, 48.5190714491], [3.3050434734, 48.5216182835], [3.3006066837, 48.5236644414], [3.2889195494, 48.523661037], [3.2840733445, 48.5232769015], [3.2809133609, 48.5221608343], [3.2802320889, 48.5218871704], [3.2794760857, 48.5215651009], [3.2772998084, 48.5202658034], [3.2755963369, 48.5192451402], [3.2727363421, 48.5181884292], [3.271215602, 48.518695676], [3.2715306745, 48.5188730742], [3.2747945912, 48.5205181072], [3.2852555766, 48.5280058572], [3.2861840188, 48.5281358637], [3.2862870272, 48.5281500089], [3.2888756814, 48.5289740567], [3.2891485349, 48.53080673], [3.2899178613, 48.5325239445], [3.2904369531, 48.5335616857], [3.2909863275, 48.5341945418], [3.293062532, 48.5348740175], [3.295675459, 48.5351203284], [3.2994813779, 48.5352988136], [3.3068143928, 48.536141908], [3.3104500853, 48.5384362745], [3.3089169285, 48.543312335], [3.3084913959, 48.5444396978], [3.313244718, 48.5452458778], [3.3152583326, 48.5457596065], [3.3166883203, 48.5476628859], [3.3178012075, 48.5477525724]]]}";48.5268839961, 3.31601746082
77055;Brou-sur-Chantereine;11;77;4450.0;4167.0;4.28;363.0;133.0;1821.0;52.0;23.0;2046.24972253;1821.0;140.155382908;85.0943396226;905.460771983;1674.0;70.3106332139;21472.2222222;9.21686039685;790.639007397;663.28446367;621.224651;2951.54224886;233.226254573;2288.59572385;279.0;2.0;11.0;26.0;165.0;50.0;75.0;67.0;10.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.6256843043, 48.8741306436], [2.6230281724, 48.8743615268], [2.6227565908, 48.874587299], [2.6220153788, 48.8760265644], [2.6217660185, 48.8838920608], [2.6227496954, 48.8855157178], [2.6267492185, 48.8940887264], [2.6266814225, 48.8942234101], [2.6277803166, 48.8956144501], [2.6338191001, 48.8988111842], [2.6437873055, 48.9029887904], [2.6445924796, 48.9031377669], [2.6447654972, 48.9037704822], [2.6450314053, 48.9041849446], [2.6493786859, 48.9023991658], [2.6523758956, 48.8988835703], [2.6574959292, 48.8972921802], [2.6566306322, 48.8946862367], [2.652012468, 48.8883625098], [2.6515239858, 48.886364633], [2.6517782888, 48.8834111506], [2.6518418934, 48.8828717507], [2.6509581333, 48.8830985012], [2.6493243711, 48.8833275472], [2.6483016501, 48.8833308425], [2.6326808637, 48.8824718615], [2.6324755963, 48.8823821999], [2.6283685826, 48.8789323543], [2.6258943044, 48.8750737836], [2.6259581669, 48.8745343935], [2.6258207149, 48.8743100341], [2.6256843043, 48.8741306436]]]}";48.8904509697, 2.63869530004
77096;Chartrettes;11;77;2596.0;2529.0;10.1;117.0;162.0;1036.0;34.0;38.0;1145.57368421;1036.0;64.3368421053;45.2368421053;860.335420203;1002.0;83.5329341317;28173.3333333;;597.0956101;479.360502863;591.153674;1681.7392168;64.9004733404;1243.97197598;255.0;4.0;13.0;31.0;173.0;38.0;34.0;42.0;15.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7091627523, 48.5082905253], [2.7098388793, 48.5081896247], [2.7233021319, 48.5065278041], [2.729063534, 48.5081720397], [2.730015, 48.5087535417], [2.7378561974, 48.5080082447], [2.7450893013, 48.5072638262], [2.7440399025, 48.5028625618], [2.7440389876, 48.5027726004], [2.7395409914, 48.4983377124], [2.7390286439, 48.493305128], [2.7390229676, 48.4925413538], [2.7407727043, 48.4904014319], [2.7447554281, 48.4885109926], [2.7448612081, 48.4870736511], [2.7435958365, 48.4870817217], [2.7405584115, 48.4869347879], [2.7221220817, 48.4859898844], [2.7189421738, 48.4856855323], [2.7165046297, 48.4852434299], [2.7139977346, 48.4846220882], [2.7116932718, 48.4838653437], [2.7058674188, 48.4822209666], [2.7020087123, 48.4816481918], [2.6980714045, 48.4813458744], [2.6941499035, 48.4813574314], [2.6915152978, 48.4815908141], [2.687530223, 48.482276696], [2.6836162178, 48.4832774973], [2.6818618765, 48.4838215738], [2.679906372, 48.4847267254], [2.6783559869, 48.4855402823], [2.6760004801, 48.4872098518], [2.674790407, 48.4883373522], [2.6746561449, 48.4883828645], [2.6745224047, 48.4885624197], [2.673917324, 48.4892381644], [2.6731147656, 48.4905448861], [2.6760214137, 48.4917115407], [2.6844651699, 48.4940012702], [2.698069556, 48.4986065967], [2.7018714672, 48.5005728239], [2.7059383394, 48.503137813], [2.7096100651, 48.5069692186], [2.7091627523, 48.5082905253]]]}";48.4942463518, 2.71306310278
77106;Chauffry;11;77;1021.0;964.0;5.16;56.0;30.0;375.736015702;11.0;2.0;431.381283191;375.736015702;24.944430254;30.7008372357;332.651619235;379.0;;23059.5833333;;119.53276846;88.4806265458;127.854824;666.305201178;49.0961727184;515.008832188;60.0;4.0;5.0;15.0;27.0;5.0;9.0;12.0;2.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1636162497, 48.8185271794], [3.1636280689, 48.8192556393], [3.164603348, 48.8227545768], [3.1684567423, 48.8266370948], [3.1650763138, 48.8344804897], [3.1644392458, 48.8350686366], [3.1645091498, 48.8352034415], [3.1646487004, 48.8353912115], [3.1652754867, 48.8362860894], [3.1714445569, 48.8388675009], [3.1745175557, 48.8394925931], [3.1762803544, 48.8390304471], [3.1779136799, 48.8381655642], [3.177964837, 48.8379856204], [3.1806230656, 48.8313543926], [3.1825612244, 48.8273808407], [3.1850528373, 48.8259263637], [3.1912985538, 48.8249614278], [3.2009648799, 48.8241946176], [3.2016426337, 48.8240540774], [3.201153627, 48.8233390181], [3.2007428063, 48.8231175689], [3.2003990692, 48.8229850415], [3.1990765039, 48.8211876481], [3.1975884251, 48.8184569815], [3.1970239504, 48.8172033128], [3.1950378768, 48.8123410461], [3.1943096322, 48.8094930584], [3.1935465105, 48.8085994313], [3.1919051592, 48.8080714535], [3.1855382333, 48.8065444933], [3.1852657652, 48.8065017464], [3.1847907421, 48.8065492485], [3.1843824385, 48.8065975453], [3.1828963152, 48.8071925085], [3.182559434, 48.8074196629], [3.1771759246, 48.8111070495], [3.1751281147, 48.8127846732], [3.1733562902, 48.8147739361], [3.1728625255, 48.8157666409], [3.1723723546, 48.8170282448], [3.1720371709, 48.8173902682], [3.1713645411, 48.8178445087], [3.1704178705, 48.8182101], [3.1695359753, 48.8183966206], [3.1679065534, 48.8186327517], [3.1660030922, 48.8187802053], [3.1652540648, 48.8187857396], [3.1649816917, 48.8187879144], [3.16382053, 48.8185260003], [3.1636162497, 48.8185271794]]]}";48.8219089504, 3.18064189122
